STCNTYBR,RSSDID,DEPSUMBR,county_rank,perc_deposits
5005,2967349,119329,3.0,12.9
5005,3405633,38619,6.0,4.2
5007,34742,106627,6.0,2.6
5007,107244,102302,7.0,2.5
5007,177546,23754,22.0,0.6
5007,233031,101617,9.0,2.5
5007,311845,2315948,1.0,56.8
5007,329345,71172,15.0,1.7
5007,339858,194588,2.0,4.8
5007,397540,110725,4.0,2.7
5007,400945,108382,5.0,2.7
5007,456447,101845,8.0,2.5
5007,480228,97665,11.0,2.4
5007,517049,26086,21.0,0.6
5007,539377,26711,19.0,0.7
5007,557858,6014,27.0,0.1
5007,572374,15217,24.0,0.4
5007,606046,6045,26.0,0.1
5007,673440,120338,3.0,3.0
5007,687072,42236,17.0,1.0
5007,808176,90667,12.0,2.2
5007,874649,26260,20.0,0.6
5007,914349,23394,23.0,0.6
5007,2493110,89923,13.0,2.2
5007,2619732,29528,18.0,0.7
5007,2967349,100518,10.0,2.5
5007,3284780,75551,14.0,1.9
5007,3306280,12640,25.0,0.3
5007,3350724,49695,16.0,1.2
5009,107244,31346,6.0,4.0
5009,233031,40393,5.0,5.2
5009,261940,113201,3.0,14.6
5009,311845,101509,4.0,13.1
5009,687072,224413,2.0,28.9
5009,864846,12887,7.0,1.7
5009,2619732,253985,1.0,32.7
5011,22048,17557,3.0,8.4
5011,748441,110832,1.0,52.9
5011,843542,81065,2.0,38.7
5013,329345,34334,1.0,81.9
5013,843542,7589,2.0,18.1
5015,261940,162429,1.0,29.9
5015,311845,63151,5.0,11.6
5015,514048,123115,2.0,22.7
5015,864846,105929,3.0,19.5
5015,2619732,88871,4.0,16.4
5017,243647,24668,4.0,11.6
5017,355746,99676,1.0,47.0
5017,458544,24871,3.0,11.7
5017,476445,52756,2.0,24.9
5017,914349,10307,5.0,4.9
5019,10849,35231,5.0,8.0
5019,233031,29840,6.0,6.8
5019,504713,36809,4.0,8.4
5019,517049,38208,3.0,8.7
5019,852544,133443,2.0,30.3
5019,2505787,166324,1.0,37.8
5021,29476,11572,6.0,4.3
5021,42448,110017,1.0,41.1
5021,173342,69756,2.0,26.1
5021,233031,27536,4.0,10.3
5021,808176,16451,5.0,6.1
5021,2967349,32417,3.0,12.1
5023,10849,35742,5.0,7.9
5023,453446,152741,1.0,33.9
5023,456045,10206,6.0,2.3
5023,466240,129196,2.0,28.6
5023,504713,39978,4.0,8.9
5023,673440,83332,3.0,18.5
5025,314444,13303,2.0,39.8
5025,733540,20129,1.0,60.2
5027,12946,428320,1.0,59.8
5027,606046,121099,2.0,16.9
5027,712648,83199,4.0,11.6
5027,2505787,83750,3.0,11.7
5029,233031,45239,3.0,13.0
5029,311845,60583,2.0,17.4
5029,456045,12207,7.0,3.5
5029,504713,34598,4.0,9.9
5029,596642,10375,8.0,3.0
5029,677644,22896,6.0,6.6
5029,2769570,135669,1.0,38.9
5029,2967349,26927,5.0,7.7
5031,26242,41350,12.0,1.7
5031,42448,89257,9.0,3.7
5031,233031,188310,4.0,7.7
5031,272272,55344,11.0,2.3
5031,416348,162761,5.0,6.7
5031,471749,245677,2.0,10.1
5031,480228,66426,10.0,2.7
5031,498148,99086,7.0,4.1
5031,606046,97474,8.0,4.0
5031,673440,123117,6.0,5.0
5031,799948,13777,14.0,0.6
5031,808176,201584,3.0,8.2
5031,989347,18544,13.0,0.8
5031,2967349,1041029,1.0,42.6
5033,28349,55413,5.0,8.1
5033,107244,71578,2.0,10.4
5033,192147,310463,1.0,45.3
5033,311845,69028,3.0,10.1
5033,504713,43202,7.0,6.3
5033,606046,58140,4.0,8.5
5033,663245,6853,10.0,1.0
5033,2859538,9879,8.0,1.4
5033,2907493,52339,6.0,7.6
5033,2967349,8708,9.0,1.3
5035,233031,104140,3.0,17.0
5035,251745,12327,6.0,2.0
5035,335346,1700,7.0,0.3
5035,592448,22618,5.0,3.7
5035,675332,59173,4.0,9.7
5035,848248,294210,1.0,48.1
5035,2716828,117732,2.0,19.2
5037,233031,17295,4.0,4.8
5037,251745,12326,5.0,3.5
5037,335346,850,6.0,0.2
5037,592448,36786,3.0,10.3
5037,988845,155739,1.0,43.7
5037,989347,133698,2.0,37.5
5039,155777,25869,3.0,14.6
5039,233031,22885,4.0,13.0
5039,314444,76788,1.0,43.5
5039,456045,16296,5.0,9.2
5039,977045,34800,2.0,19.7
5041,78241,43214,3.0,16.7
5041,126049,3478,5.0,1.3
5041,355746,31287,4.0,12.1
5041,644842,87196,2.0,33.6
5041,897648,94318,1.0,36.3
5043,22048,159828,1.0,41.9
5043,23643,157253,2.0,41.3
5043,177546,36296,3.0,9.5
5043,355746,27771,4.0,7.3
5045,98641,27080,10.0,1.7
5045,107244,57671,7.0,3.6
5045,125154,23,17.0,0.0
5045,233031,168378,3.0,10.5
5045,311845,76893,4.0,4.8
5045,453446,3120,16.0,0.2
5045,456045,455356,2.0,28.5
5045,458544,40171,9.0,2.5
5045,466240,23480,13.0,1.5
5045,480228,70156,6.0,4.4
5045,504713,26697,11.0,1.7
5045,596642,25817,12.0,1.6
5045,639343,12067,15.0,0.8
5045,663245,72114,5.0,4.5
5045,673440,478912,1.0,30.0
5045,874649,46624,8.0,2.9
5045,2505787,12317,14.0,0.8
5047,28349,21981,4.0,8.4
5047,107244,102962,1.0,39.2
5047,397540,15856,5.0,6.0
5047,663245,76498,2.0,29.1
5047,2059990,45194,3.0,17.2
5049,100843,35022,2.0,20.5
5049,663245,27726,3.0,16.2
5049,931047,108022,1.0,63.3
5051,27847,51445,9.0,3.0
5051,107244,94697,6.0,5.6
5051,233031,413624,1.0,24.3
5051,311845,248334,3.0,14.6
5051,324649,88643,7.0,5.2
5051,504713,120917,5.0,7.1
5051,517049,45063,10.0,2.6
5051,606046,10064,13.0,0.6
5051,852544,35127,12.0,2.1
5051,906241,63793,8.0,3.7
5051,2505787,361850,2.0,21.3
5051,2571081,131197,4.0,7.7
5051,3377954,36415,11.0,2.1
5053,155777,21279,4.0,11.3
5053,233031,14246,5.0,7.6
5053,504713,22658,3.0,12.0
5053,874649,8545,6.0,4.5
5053,906241,40785,2.0,21.7
5053,2939391,80865,1.0,42.9
5055,42448,390604,1.0,49.8
5055,233031,37216,6.0,4.7
5055,272272,25405,7.0,3.2
5055,471749,14377,8.0,1.8
5055,498148,132293,2.0,16.9
5055,606046,55351,4.0,7.1
5055,808176,9035,9.0,1.2
5055,975153,50297,5.0,6.4
5055,2967349,70453,3.0,9.0
5057,27847,23149,4.0,6.5
5057,273149,116760,1.0,33.0
5057,606046,109637,2.0,31.0
5057,2505787,104524,3.0,29.5
5059,12946,71609,3.0,16.4
5059,504713,48050,4.0,11.0
5059,852544,37936,5.0,8.7
5059,906241,187976,1.0,43.1
5059,2505787,90846,2.0,20.8
5061,27847,109076,1.0,46.4
5061,233031,36226,4.0,15.4
5061,324649,37758,3.0,16.1
5061,519146,51870,2.0,22.1
5063,99143,36544,4.0,4.7
5063,100843,4818,8.0,0.6
5063,233031,10755,7.0,1.4
5063,272272,51979,3.0,6.6
5063,480228,32196,5.0,4.1
5063,856748,353196,1.0,45.1
5063,2596646,270989,2.0,34.6
5063,2967349,23418,6.0,3.0
5065,100843,44431,3.0,24.4
5065,379649,78127,1.0,42.9
5065,606046,59711,2.0,32.8
5067,99143,161439,1.0,63.6
5067,233031,42711,3.0,16.8
5067,808176,49753,2.0,19.6
5069,49241,303479,2.0,27.0
5069,126049,26568,4.0,2.4
5069,314444,13541,5.0,1.2
5069,480228,82273,3.0,7.3
5069,663245,694908,1.0,61.7
5069,913146,5025,6.0,0.4
5071,107244,25002,6.0,7.8
5071,233031,46368,3.0,14.5
5071,311845,25011,5.0,7.8
5071,459046,29896,4.0,9.4
5071,673440,116195,1.0,36.4
5071,2967349,76556,2.0,24.0
5073,193162,8205,5.0,6.1
5073,273149,14354,4.0,10.7
5073,378044,24936,2.0,18.5
5073,606046,20467,3.0,15.2
5073,942847,66688,1.0,49.5
5075,233031,33644,3.0,13.6
5075,629148,25397,4.0,10.2
5075,799948,107137,1.0,43.2
5075,808176,60902,2.0,24.6
5075,856748,20776,5.0,8.4
5077,251745,47083,2.0,46.4
5077,677644,54281,1.0,53.6
5079,49241,27128,2.0,26.9
5079,126049,49481,1.0,49.0
5079,663245,24417,3.0,24.2
5081,233031,41510,1.0,43.3
5081,324649,31119,2.0,32.4
5081,451965,13578,3.0,14.2
5081,606046,9693,4.0,10.1
5083,34742,130024,1.0,40.1
5083,45047,77192,2.0,23.8
5083,107244,11437,6.0,3.5
5083,233031,21390,5.0,6.6
5083,311845,22485,4.0,6.9
5083,932642,61409,3.0,19.0
5085,10849,105722,3.0,14.2
5085,107244,37652,8.0,5.1
5085,233031,43364,5.0,5.8
5085,244149,162471,2.0,21.8
5085,311845,41582,6.0,5.6
5085,456045,163551,1.0,22.0
5085,466240,36618,9.0,4.9
5085,606046,39325,7.0,5.3
5085,673440,70353,4.0,9.5
5085,874649,18355,11.0,2.5
5085,2596646,25206,10.0,3.4
5087,261940,36171,3.0,18.9
5087,311845,93347,1.0,48.8
5087,864846,9313,4.0,4.9
5087,1879016,52521,2.0,27.4
5089,26242,8467,7.0,3.6
5089,107244,5994,8.0,2.5
5089,311845,104474,1.0,44.1
5089,458544,20499,4.0,8.6
5089,504713,15516,6.0,6.5
5089,673440,18495,5.0,7.8
5089,687072,22925,3.0,9.7
5089,864846,2861,9.0,1.2
5089,3405633,37889,2.0,16.0
5091,107244,15709,6.0,1.8
5091,233031,116100,3.0,13.0
5091,273149,38726,4.0,4.3
5091,324649,3655,7.0,0.4
5091,451965,564251,1.0,63.1
5091,606046,30416,5.0,3.4
5091,794149,125927,2.0,14.1
5093,33147,177677,1.0,31.8
5093,233031,44480,4.0,8.0
5093,251745,17057,7.0,3.1
5093,416348,28424,6.0,5.1
5093,606046,73203,3.0,13.1
5093,852544,176076,2.0,31.5
5093,895475,41843,5.0,7.5
5095,251745,12278,4.0,6.7
5095,592448,10203,5.0,5.5
5095,606046,23499,3.0,12.8
5095,691042,44382,2.0,24.1
5095,3350724,93802,1.0,50.9
5097,27847,31761,2.0,36.1
5097,324649,56136,1.0,63.9
5099,455945,31069,2.0,32.9
5099,967943,63468,1.0,67.1
5101,107244,36454,1.0,53.1
5101,261940,32212,2.0,46.9
5103,12946,134647,1.0,34.7
5103,311144,35714,5.0,9.2
5103,329345,80385,3.0,20.7
5103,606046,86291,2.0,22.3
5103,741648,50703,4.0,13.1
5105,504713,13212,2.0,17.4
5105,677644,62615,1.0,82.6
5107,251745,2015,3.0,0.6
5107,335346,167465,2.0,45.8
5107,852544,196028,1.0,53.6
5109,27847,103962,1.0,50.2
5109,324649,38594,2.0,18.6
5109,455945,36533,3.0,17.6
5109,517049,770,5.0,0.4
5109,519146,27218,4.0,13.1
5111,50546,37359,5.0,10.8
5111,233031,13553,8.0,3.9
5111,471749,32242,6.0,9.3
5111,713140,55015,2.0,15.9
5111,808176,19790,7.0,5.7
5111,852544,86207,1.0,24.9
5111,975153,49641,4.0,14.4
5111,988845,52022,3.0,15.0
5113,27847,22129,5.0,6.9
5113,86349,164698,1.0,51.2
5113,311845,22844,4.0,7.1
5113,324649,81902,2.0,25.5
5113,517049,30217,3.0,9.4
5115,107244,51879,7.0,5.0
5115,114840,132179,3.0,12.7
5115,125154,9,8.0,0.0
5115,233031,162707,2.0,15.7
5115,311845,129108,4.0,12.4
5115,459046,119832,5.0,11.5
5115,639343,63999,6.0,6.2
5115,2967349,378262,1.0,36.4
5117,99143,4622,3.0,4.0
5117,606046,22576,2.0,19.6
5117,677644,88031,1.0,76.4
5119,28349,11042,27.0,0.1
5119,98641,133144,16.0,1.3
5119,107244,718260,4.0,6.9
5119,155777,33245,23.0,0.3
5119,233031,1638316,2.0,15.7
5119,244149,39445,22.0,0.4
5119,311845,681887,5.0,6.5
5119,324649,19254,24.0,0.2
5119,453446,128892,17.0,1.2
5119,456045,778481,3.0,7.4
5119,466240,331884,11.0,3.2
5119,480228,2420977,1.0,23.1
5119,504713,441447,9.0,4.2
5119,568144,348928,10.0,3.3
5119,596642,8262,28.0,0.1
5119,606046,137216,15.0,1.3
5119,663245,155523,14.0,1.5
5119,673440,496867,7.0,4.7
5119,734538,112283,18.0,1.1
5119,808176,495447,8.0,4.7
5119,874649,622834,6.0,6.0
5119,914349,255820,12.0,2.4
5119,977045,15731,25.0,0.2
5119,1397471,176349,13.0,1.7
5119,2505787,70417,21.0,0.7
5119,2594240,99772,19.0,1.0
5119,2939391,13579,26.0,0.1
5119,3488579,76812,20.0,0.7
5121,26242,93720,1.0,40.3
5121,29476,24348,4.0,10.5
5121,606046,16541,5.0,7.1
5121,799948,39151,3.0,16.8
5121,808176,58905,2.0,25.3
5123,168571,44849,2.0,13.7
5123,233031,21446,5.0,6.5
5123,251745,208755,1.0,63.7
5123,848248,21483,4.0,6.6
5123,988845,31103,3.0,9.5
5125,12946,13027,12.0,1.1
5125,107244,127718,3.0,10.9
5125,155777,83088,8.0,7.1
5125,233031,182304,2.0,15.6
5125,311845,126683,4.0,10.8
5125,324649,9355,14.0,0.8
5125,456045,12123,13.0,1.0
5125,504713,15567,11.0,1.3
5125,673440,253561,1.0,21.7
5125,808176,26190,10.0,2.2
5125,874649,90850,6.0,7.8
5125,906241,88986,7.0,7.6
5125,2505787,101679,5.0,8.7
5125,3377954,39450,9.0,3.4
5127,28349,36148,3.0,21.2
5127,45047,23968,4.0,14.0
5127,324649,53136,2.0,31.1
5127,325141,2642,5.0,1.5
5127,517049,54904,1.0,32.1
5129,107244,25827,2.0,24.6
5129,458544,7313,5.0,7.0
5129,596642,15970,3.0,15.2
5129,663245,41943,1.0,40.0
5129,864846,13919,4.0,13.3
5131,34742,19039,11.0,0.8
5131,107244,50140,9.0,2.1
5131,233031,225527,4.0,9.3
5131,311845,437159,3.0,18.0
5131,325141,148326,5.0,6.1
5131,397540,743038,1.0,30.7
5131,427353,6753,12.0,0.3
5131,517049,33619,10.0,1.4
5131,606046,449945,2.0,18.6
5131,663245,96654,7.0,4.0
5131,2859538,146153,6.0,6.0
5131,2967349,66920,8.0,2.8
5133,27847,13329,6.0,4.3
5133,324649,56435,3.0,18.0
5133,458142,122791,1.0,39.2
5133,519146,88760,2.0,28.4
5133,606046,14937,5.0,4.8
5133,705444,16802,4.0,5.4
5135,100843,167951,1.0,49.7
5135,629148,55084,2.0,16.3
5135,663245,17243,7.0,5.1
5135,808176,20231,5.0,6.0
5135,856748,18113,6.0,5.4
5135,2596646,28752,4.0,8.5
5135,2967349,30398,3.0,9.0
5137,379649,20703,6.0,8.0
5137,456045,105373,1.0,40.6
5137,458544,20970,5.0,8.1
5137,663245,13198,7.0,5.1
5137,673440,22175,4.0,8.5
5137,856748,24122,3.0,9.3
5137,913146,52957,2.0,20.4
5139,48374,453120,1.0,39.2
5139,233031,41125,6.0,3.6
5139,329345,32527,7.0,2.8
5139,606046,193228,2.0,16.7
5139,676049,167903,4.0,14.5
5139,709648,183124,3.0,15.9
5139,852544,84027,5.0,7.3
5141,107244,20402,5.0,7.4
5141,233031,59406,2.0,21.4
5141,453446,12776,7.0,4.6
5141,458544,67596,1.0,24.4
5141,466240,10146,8.0,3.7
5141,663245,58327,3.0,21.0
5141,673440,35668,4.0,12.9
5141,2907493,13085,6.0,4.7
5143,10849,42179,16.0,1.1
5143,107244,45051,15.0,1.2
5143,233031,33097,17.0,0.9
5143,308443,283181,3.0,7.5
5143,311845,1474248,1.0,39.0
5143,339858,62454,11.0,1.7
5143,480228,207968,5.0,5.5
5143,517049,140252,7.0,3.7
5143,539377,82683,10.0,2.2
5143,606046,3535,21.0,0.1
5143,673440,551045,2.0,14.6
5143,687072,51842,13.0,1.4
5143,808176,52644,12.0,1.4
5143,874649,48985,14.0,1.3
5143,914349,13270,19.0,0.4
5143,1879016,19571,18.0,0.5
5143,2059990,12572,20.0,0.3
5143,2493110,108209,9.0,2.9
5143,2967349,112864,8.0,3.0
5143,3306280,197489,6.0,5.2
5143,3350724,238108,4.0,6.3
5145,101345,61503,6.0,4.3
5145,233031,163970,3.0,11.5
5145,272272,22733,8.0,1.6
5145,453446,9817,10.0,0.7
5145,456045,74101,5.0,5.2
5145,466240,2382,11.0,0.2
5145,673440,704476,1.0,49.4
5145,855143,10399,9.0,0.7
5145,966348,124514,4.0,8.7
5145,2596646,205242,2.0,14.4
5145,2967349,45883,7.0,3.2
5147,99143,11824,3.0,8.2
5147,855143,56515,2.0,39.2
5147,898140,75707,1.0,52.6
5149,114840,32211,4.0,9.1
5149,517049,191005,1.0,54.0
5149,639343,65991,2.0,18.6
5149,2967349,64772,3.0,18.3
6001,50461,12006,43.0,0.0
6001,60143,138407,19.0,0.4
6001,63069,171602,17.0,0.5
6001,197478,755544,9.0,2.3
6001,212465,911167,8.0,2.7
6001,229070,28825,38.0,0.1
6001,351560,102013,22.0,0.3
6001,403067,22635,41.0,0.1
6001,413208,452279,11.0,1.4
6001,451965,9238027,1.0,27.8
6001,476810,2420703,4.0,7.3
6001,480228,7132166,2.0,21.5
6001,504713,1389064,7.0,4.2
6001,519360,31016,36.0,0.1
6001,534466,71587,32.0,0.2
6001,595869,177385,16.0,0.5
6001,671464,91220,30.0,0.3
6001,676160,91967,28.0,0.3
6001,697633,96630,25.0,0.3
6001,697763,34536,35.0,0.1
6001,739560,1588791,5.0,4.8
6001,777366,44350,34.0,0.1
6001,779968,24435,39.0,0.1
6001,804963,1548735,6.0,4.7
6001,837260,309900,13.0,0.9
6001,852218,3825350,3.0,11.5
6001,852263,30860,37.0,0.1
6001,936462,581675,10.0,1.8
6001,1015560,24329,40.0,0.1
6001,1493319,124168,20.0,0.4
6001,2132370,93591,26.0,0.3
6001,2209553,170858,18.0,0.5
6001,2332910,14416,42.0,0.0
6001,2483438,92418,27.0,0.3
6001,2679839,229564,14.0,0.7
6001,2723068,97403,24.0,0.3
6001,3179082,222995,15.0,0.7
6001,3232204,87082,31.0,0.3
6001,3281510,101922,23.0,0.3
6001,3367067,91520,29.0,0.3
6001,3383076,49020,33.0,0.1
6001,3608751,118946,21.0,0.4
6001,4114567,331073,12.0,1.0
6005,143662,30061,7.0,4.9
6005,451965,133107,2.0,21.6
6005,479268,52984,5.0,8.6
6005,480228,86119,4.0,14.0
6005,697633,43614,6.0,7.1
6005,735768,91074,3.0,14.8
6005,961576,179808,1.0,29.2
6007,39475,10629,11.0,0.3
6007,100562,683453,1.0,22.2
6007,143662,84522,10.0,2.7
6007,451965,570875,2.0,18.6
6007,480228,524574,3.0,17.1
6007,504713,175824,6.0,5.7
6007,804963,137095,7.0,4.5
6007,852218,333729,4.0,10.9
6007,877369,314511,5.0,10.2
6007,3435948,121164,8.0,3.9
6007,3440803,118586,9.0,3.9
6009,143662,107775,2.0,24.0
6009,451965,34628,5.0,7.7
6009,479268,29544,8.0,6.6
6009,480228,31787,7.0,7.1
6009,504713,46082,3.0,10.2
6009,685368,7904,9.0,1.8
6009,697633,32887,6.0,7.3
6009,877369,35668,4.0,7.9
6009,961576,123725,1.0,27.5
6011,100562,21984,5.0,6.3
6011,143662,138507,1.0,39.5
6011,451965,88963,2.0,25.3
6011,480228,39784,4.0,11.3
6011,504713,55315,3.0,15.8
6011,877369,6415,6.0,1.8
6013,5461,123840,19.0,0.4
6013,60143,390769,13.0,1.1
6013,63069,526170,10.0,1.5
6013,100562,22556,31.0,0.1
6013,143662,90188,22.0,0.3
6013,169653,133615,18.0,0.4
6013,212465,748850,9.0,2.2
6013,351560,61619,26.0,0.2
6013,451965,12239931,1.0,35.9
6013,476810,1477968,6.0,4.3
6013,480228,3849540,3.0,11.3
6013,504713,845502,8.0,2.5
6013,595869,62857,25.0,0.2
6013,697633,197860,15.0,0.6
6013,697763,133904,17.0,0.4
6013,739560,412846,12.0,1.2
6013,741871,96875,21.0,0.3
6013,804963,6300082,2.0,18.5
6013,837260,80223,23.0,0.2
6013,852218,2226373,4.0,6.5
6013,852263,117112,20.0,0.3
6013,936462,1832809,5.0,5.4
6013,2047504,33367,30.0,0.1
6013,2209553,176169,16.0,0.5
6013,2451240,503466,11.0,1.5
6013,2483438,55748,27.0,0.2
6013,2679839,0,33.0,0.0
6013,3232204,54644,28.0,0.2
6013,3281510,78451,24.0,0.2
6013,3383076,35166,29.0,0.1
6013,3398100,21606,32.0,0.1
6013,3614958,281163,14.0,0.8
6013,4114567,886013,7.0,2.6
6015,100562,37065,3.0,19.1
6015,480228,48884,2.0,25.2
6015,504713,29188,4.0,15.0
6015,808167,28483,5.0,14.7
6015,852218,50377,1.0,26.0
6017,143662,157475,4.0,6.9
6017,212465,42594,9.0,1.9
6017,253468,51759,8.0,2.3
6017,451965,647342,1.0,28.3
6017,480228,388096,3.0,16.9
6017,504713,143601,5.0,6.3
6017,804963,87007,7.0,3.8
6017,852218,114271,6.0,5.0
6017,936462,32670,10.0,1.4
6017,961576,599115,2.0,26.2
6017,3587726,26719,11.0,1.2
6019,60143,120729,15.0,1.1
6019,100562,20258,24.0,0.2
6019,212465,786430,4.0,7.1
6019,451965,2745837,1.0,24.9
6019,476810,612013,5.0,5.6
6019,480228,1776125,2.0,16.1
6019,662369,105996,18.0,1.0
6019,696168,49698,21.0,0.5
6019,697633,82227,19.0,0.7
6019,697763,427205,8.0,3.9
6019,703767,491765,7.0,4.5
6019,779968,26572,23.0,0.2
6019,803461,12568,25.0,0.1
6019,804963,959040,3.0,8.7
6019,837260,343527,11.0,3.1
6019,852218,594014,6.0,5.4
6019,855563,112956,16.0,1.0
6019,877369,235694,13.0,2.1
6019,933966,107846,17.0,1.0
6019,1162017,401513,9.0,3.6
6019,2446152,27114,22.0,0.2
6019,3028902,328976,12.0,3.0
6019,3398623,190896,14.0,1.7
6019,3560420,72684,20.0,0.7
6019,3806100,388335,10.0,3.5
6021,100562,133546,1.0,35.3
6021,143662,112404,2.0,29.7
6021,480228,97809,3.0,25.9
6021,504713,34469,4.0,9.1
6023,143662,380083,1.0,24.0
6023,451965,222047,5.0,14.0
6023,480228,271344,2.0,17.2
6023,504713,243066,3.0,15.4
6023,808167,135437,6.0,8.6
6023,852218,106734,7.0,6.8
6023,3247589,222247,4.0,14.1
6025,212465,139861,4.0,8.3
6025,451965,344991,2.0,20.4
6025,480228,287702,3.0,17.0
6025,750864,51437,7.0,3.0
6025,852218,130469,5.0,7.7
6025,877369,599098,1.0,35.5
6025,3637685,50400,8.0,3.0
6025,3637706,85855,6.0,5.1
6027,212465,65330,4.0,20.7
6027,480228,80713,2.0,25.6
6027,852218,65823,3.0,20.8
6027,961576,83054,1.0,26.3
6027,1864197,20941,5.0,6.6
6029,100562,37192,16.0,0.5
6029,212465,438315,6.0,6.4
6029,451965,1534097,1.0,22.5
6029,476810,187455,11.0,2.8
6029,480228,1255094,2.0,18.4
6029,504713,28423,17.0,0.4
6029,662369,258797,10.0,3.8
6029,697633,17701,18.0,0.3
6029,697763,113700,13.0,1.7
6029,779968,12614,20.0,0.2
6029,803461,12897,19.0,0.2
6029,804963,129391,12.0,1.9
6029,837260,55153,15.0,0.8
6029,852218,754683,3.0,11.1
6029,877369,531220,4.0,7.8
6029,933966,464901,5.0,6.8
6029,983457,6088,21.0,0.1
6029,1162017,74504,14.0,1.1
6029,2736714,269759,9.0,4.0
6029,3806100,291600,8.0,4.3
6029,3885123,331099,7.0,4.9
6031,212465,108518,4.0,10.7
6031,451965,222784,1.0,22.0
6031,476810,43714,9.0,4.3
6031,480228,147904,3.0,14.6
6031,662369,52393,7.0,5.2
6031,697763,31991,10.0,3.2
6031,804963,94788,5.0,9.4
6031,852218,45828,8.0,4.5
6031,877369,80964,6.0,8.0
6031,3806100,182595,2.0,18.1
6033,100562,28729,8.0,4.7
6033,143662,106802,2.0,17.6
6033,146663,32788,7.0,5.4
6033,451965,103405,3.0,17.1
6033,480228,66519,5.0,11.0
6033,697763,141410,1.0,23.4
6033,804963,69415,4.0,11.5
6033,852218,56404,6.0,9.3
6035,100562,20303,4.0,10.3
6035,480228,69134,1.0,35.2
6035,504713,47590,3.0,24.2
6035,670467,59488,2.0,30.3
6037,5069,175285,73.0,0.1
6037,26176,230818,62.0,0.1
6037,39475,87480,93.0,0.0
6037,60143,4601801,11.0,1.5
6037,63069,15520726,5.0,5.1
6037,101019,438225,43.0,0.1
6037,109686,506489,38.0,0.2
6037,167565,779,115.0,0.0
6037,169653,721394,29.0,0.2
6037,197478,11489227,8.0,3.8
6037,200378,310675,55.0,0.1
6037,206772,108258,85.0,0.0
6037,208570,289975,57.0,0.1
6037,209362,41530,105.0,0.0
6037,210434,462651,41.0,0.2
6037,212465,35854653,3.0,11.8
6037,245016,190051,69.0,0.1
6037,259657,84951,94.0,0.0
6037,299868,158936,78.0,0.1
6037,300063,161437,77.0,0.1
6037,320119,354096,49.0,0.1
6037,382667,1688167,22.0,0.6
6037,384018,52686,99.0,0.0
6037,398668,541,116.0,0.0
6037,413208,3937008,13.0,1.3
6037,451965,44084583,2.0,14.5
6037,476810,13530543,6.0,4.5
6037,480228,66391741,1.0,21.9
6037,491224,202806,67.0,0.1
6037,494261,2066615,18.0,0.7
6037,497570,1128558,27.0,0.4
6037,504713,8361979,10.0,2.8
6037,595869,4023198,12.0,1.3
6037,609467,88344,92.0,0.0
6037,641364,35339,108.0,0.0
6037,657365,1810506,20.0,0.6
6037,661308,81296,95.0,0.0
6037,667869,260501,60.0,0.1
6037,671464,2877681,14.0,0.9
6037,676160,508305,37.0,0.2
6037,696168,14598,113.0,0.0
6037,697633,26992,110.0,0.0
6037,750864,703667,30.0,0.2
6037,770367,1567475,23.0,0.5
6037,773470,614165,31.0,0.2
6037,779968,350341,50.0,0.1
6037,780562,91276,91.0,0.0
6037,804963,8473660,9.0,2.8
6037,837260,2548180,16.0,0.8
6037,852218,27923600,4.0,9.2
6037,871769,2052746,19.0,0.7
6037,887461,453624,42.0,0.1
6037,915261,150653,80.0,0.0
6037,930965,1281549,25.0,0.4
6037,933966,1734358,21.0,0.6
6037,935308,291005,56.0,0.1
6037,964700,346239,51.0,0.1
6037,972769,166787,75.0,0.1
6037,996260,522655,36.0,0.2
6037,1015560,187501,71.0,0.1
6037,1176881,29594,109.0,0.0
6037,1216826,52104,100.0,0.0
6037,1377521,71241,97.0,0.0
6037,1462986,45021,102.0,0.0
6037,1471577,94903,90.0,0.0
6037,1494914,183360,72.0,0.1
6037,1864601,145896,81.0,0.0
6037,1865680,407141,46.0,0.1
6037,1918344,1324184,24.0,0.4
6037,2047504,479756,40.0,0.2
6037,2132370,43505,104.0,0.0
6037,2265456,0,118.0,0.0
6037,2297998,311970,54.0,0.1
6037,2332910,259444,61.0,0.1
6037,2717012,104532,87.0,0.0
6037,2734729,1142380,26.0,0.4
6037,2736291,750094,28.0,0.2
6037,2736714,38699,106.0,0.0
6037,2750448,21322,111.0,0.0
6037,2914268,0,118.0,0.0
6037,2943389,328939,53.0,0.1
6037,3039636,216394,65.0,0.1
6037,3052813,46798,101.0,0.0
6037,3076284,37787,107.0,0.0
6037,3143805,139850,82.0,0.0
6037,3158546,9498,114.0,0.0
6037,3179082,189597,70.0,0.1
6037,3212402,539109,35.0,0.2
6037,3216316,108632,84.0,0.0
6037,3247598,407841,45.0,0.1
6037,3252510,334719,52.0,0.1
6037,3302312,169060,74.0,0.1
6037,3320576,165849,76.0,0.1
6037,3337097,375270,48.0,0.1
6037,3353172,569104,33.0,0.2
6037,3357219,214807,66.0,0.1
6037,3374878,285597,59.0,0.1
6037,3386264,377255,47.0,0.1
6037,3388080,553449,34.0,0.2
6037,3390337,44752,103.0,0.0
6037,3441677,0,118.0,0.0
6037,3452123,288977,58.0,0.1
6037,3453737,63747,98.0,0.0
6037,3459346,102223,88.0,0.0
6037,3462074,133433,83.0,0.0
6037,3470930,77989,96.0,0.0
