STCNTYBR,RSSDID,DEPSUMBR,county_rank,perc_deposits
13269,852320,24405,3.0,23.6
13269,960533,32687,2.0,31.6
13271,364131,7021,5.0,4.6
13271,451965,9645,4.0,6.3
13271,598132,35189,2.0,23.0
13271,784430,84665,1.0,55.3
13271,959630,16712,3.0,10.9
13273,193537,102104,1.0,49.8
13273,1015832,17338,3.0,8.5
13273,2823221,85447,2.0,41.7
13275,67870,220955,3.0,20.3
13275,271631,40186,6.0,3.7
13275,395238,283319,2.0,26.0
13275,480228,44346,4.0,4.1
13275,675332,39186,7.0,3.6
13275,699534,5709,9.0,0.5
13275,764030,40420,5.0,3.7
13275,2344753,407914,1.0,37.4
13275,2855914,7253,8.0,0.7
13277,381932,19224,8.0,2.4
13277,395238,274163,1.0,33.9
13277,480228,41854,5.0,5.2
13277,491934,25883,7.0,3.2
13277,675332,38886,6.0,4.8
13277,764030,146208,3.0,18.1
13277,767732,180901,2.0,22.4
13277,852320,82151,4.0,10.2
13279,126375,199755,1.0,34.0
13279,199436,36793,5.0,6.3
13279,715032,43317,4.0,7.4
13279,764030,191369,2.0,32.6
13279,807432,79707,3.0,13.6
13279,852320,36711,6.0,6.2
13281,1017939,119641,1.0,50.1
13281,3470985,119141,2.0,49.9
13283,260831,30615,1.0,65.7
13283,491934,15980,2.0,34.3
13285,395238,226392,2.0,22.2
13285,480228,81183,5.0,8.0
13285,551070,268432,1.0,26.4
13285,675332,60920,7.0,6.0
13285,761833,71837,6.0,7.1
13285,764982,9486,10.0,0.9
13285,817824,97249,4.0,9.5
13285,852320,43681,9.0,4.3
13285,876634,52089,8.0,5.1
13285,3686982,107406,3.0,10.5
13287,491934,75077,1.0,58.4
13287,767732,53544,2.0,41.6
13289,395238,6150,1.0,100.0
13291,1017939,783348,1.0,84.0
13291,3470985,43916,3.0,4.7
13291,3967449,86936,2.0,9.3
13291,4262534,18697,4.0,2.0
13293,37435,98117,2.0,26.6
13293,280138,86963,3.0,23.6
13293,436131,145350,1.0,39.4
13293,491934,38553,4.0,10.4
13295,80936,14581,8.0,3.1
13295,141556,17647,7.0,3.7
13295,233031,9889,9.0,2.1
13295,234739,19308,6.0,4.0
13295,395238,51714,3.0,10.8
13295,451965,19650,5.0,4.1
13295,512839,45389,4.0,9.5
13295,712031,4198,11.0,0.9
13295,785932,81299,2.0,17.0
13295,944739,207220,1.0,43.4
13295,1163283,6221,10.0,1.3
13297,366238,54855,6.0,6.7
13297,395238,243215,1.0,29.6
13297,412751,349,13.0,0.0
13297,451965,180466,2.0,22.0
13297,480228,17872,9.0,2.2
13297,640170,2764,12.0,0.3
13297,675332,18642,8.0,2.3
13297,723112,10075,11.0,1.2
13297,752831,33121,7.0,4.0
13297,781028,90711,4.0,11.0
13297,852320,61314,5.0,7.5
13297,1017939,15775,10.0,1.9
13297,3386143,92626,3.0,11.3
13299,480228,39799,7.0,6.0
13299,507330,28208,8.0,4.3
13299,543570,166996,1.0,25.3
13299,631039,45571,6.0,6.9
13299,675332,58286,4.0,8.8
13299,852320,54913,5.0,8.3
13299,1011638,120174,3.0,18.2
13299,1017939,22620,9.0,3.4
13299,1191352,123060,2.0,18.7
13301,93721,29239,1.0,100.0
13303,305237,142831,1.0,39.7
13303,367431,129509,2.0,36.0
13303,451965,22864,4.0,6.3
13303,960935,64865,3.0,18.0
13305,507330,30614,4.0,14.9
13305,631039,20685,5.0,10.0
13305,675332,39353,2.0,19.1
13305,852320,33883,3.0,16.5
13305,1011638,81395,1.0,39.5
13307,19936,8494,1.0,100.0
13309,989534,39522,1.0,100.0
13311,233031,57779,3.0,16.4
13311,540926,50594,4.0,14.3
13311,1017939,169014,1.0,47.8
13311,3265257,75992,2.0,21.5
13313,141556,3704,13.0,0.2
13313,233031,156487,5.0,8.3
13313,395238,67945,8.0,3.6
13313,450632,20456,12.0,1.1
13313,451965,369356,2.0,19.7
13313,480228,268737,3.0,14.3
13313,675332,21639,11.0,1.2
13313,852320,463764,1.0,24.7
13313,2349459,159572,4.0,8.5
13313,2398596,0,14.0,0.0
13313,2855071,119974,7.0,6.4
13313,2920737,147767,6.0,7.9
13313,3967449,50324,9.0,2.7
13313,4232881,28709,10.0,1.5
13315,300933,12855,4.0,10.7
13315,424633,45534,1.0,38.0
13315,491934,37003,2.0,30.8
13315,649632,24563,3.0,20.5
13317,233031,41177,2.0,18.9
13317,510330,156271,1.0,71.8
13317,773032,20191,3.0,9.3
13319,7634,55381,1.0,42.2
13319,102333,44978,2.0,34.3
13319,423739,30775,3.0,23.5
13321,491934,54992,2.0,32.0
13321,675332,37202,3.0,21.7
13321,699534,56096,1.0,32.7
13321,764982,23341,4.0,13.6
15001,54973,232538,3.0,10.1
15001,258771,52663,6.0,2.3
15001,564977,61793,5.0,2.7
15001,701062,219900,4.0,9.5
15001,795968,817484,2.0,35.4
15001,827560,32868,7.0,1.4
15001,915065,29245,8.0,1.3
15001,980661,863806,1.0,37.4
15003,54973,3534083,3.0,12.7
15003,258771,302491,8.0,1.1
15003,564977,1086541,5.0,3.9
15003,701062,3365748,4.0,12.1
15003,777366,39735,11.0,0.1
15003,786274,2,13.0,0.0
15003,795968,8771740,2.0,31.5
15003,827560,332017,7.0,1.2
15003,915065,513551,6.0,1.8
15003,980661,9666254,1.0,34.7
15003,1883321,1009,12.0,0.0
15003,3426656,128893,9.0,0.5
15003,3447772,89642,10.0,0.3
15007,54973,135052,3.0,12.4
15007,564977,14428,5.0,1.3
15007,701062,65268,4.0,6.0
15007,795968,374296,2.0,34.3
15007,827560,7333,6.0,0.7
15007,980661,495715,1.0,45.4
15009,54973,415143,3.0,16.3
15009,564977,87289,5.0,3.4
15009,701062,234934,4.0,9.2
15009,795968,867814,2.0,34.1
15009,827560,23188,6.0,0.9
15009,915065,15974,7.0,0.6
15009,980661,899368,1.0,35.4
16001,17464,197149,9.0,2.8
16001,58971,227547,7.0,3.2
16001,276579,225686,8.0,3.2
16001,280110,818228,3.0,11.6
16001,352772,104378,15.0,1.5
16001,451965,1784267,1.0,25.2
16001,480228,578404,4.0,8.2
16001,504713,1518903,2.0,21.5
16001,543262,170925,11.0,2.4
16001,656377,271433,5.0,3.8
16001,741871,35828,20.0,0.5
16001,804963,63337,18.0,0.9
16001,852218,257231,6.0,3.6
16001,929352,0,21.0,0.0
16001,1014077,149667,13.0,2.1
16001,2110640,174603,10.0,2.5
16001,2473354,100447,16.0,1.4
16001,2540537,108063,14.0,1.5
16001,2634191,149795,12.0,2.1
16001,2753917,47967,19.0,0.7
16001,3678857,92406,17.0,1.3
16003,504713,24287,1.0,65.4
16003,741871,12825,2.0,34.6
16005,276579,93151,3.0,12.5
16005,280110,83271,4.0,11.2
16005,300960,35937,7.0,4.8
16005,324863,2186,12.0,0.3
16005,428462,60805,6.0,8.2
16005,451965,218107,1.0,29.2
16005,480228,20862,9.0,2.8
16005,504713,64635,5.0,8.7
16005,543262,35444,8.0,4.8
16005,656377,13533,10.0,1.8
16005,852218,9969,11.0,1.3
16005,2634191,107906,2.0,14.5
16007,276579,55543,1.0,51.1
16007,428462,15444,3.0,14.2
16007,451965,24573,2.0,22.6
16007,504713,13104,4.0,12.1
16009,39475,37680,1.0,39.4
16009,451965,24836,2.0,26.0
16009,504713,16893,3.0,17.7
16009,741871,16131,4.0,16.9
16011,276579,59724,2.0,18.4
16011,280110,33144,5.0,10.2
16011,324863,105097,1.0,32.3
16011,428462,19220,6.0,5.9
16011,451965,50946,3.0,15.7
16011,504713,45328,4.0,13.9
16011,656377,11775,7.0,3.6
16013,276579,44863,6.0,6.9
16013,428462,3213,9.0,0.5
16013,451965,150072,2.0,23.1
16013,480228,83426,5.0,12.8
16013,504713,158044,1.0,24.3
16013,543262,84177,4.0,12.9
16013,804963,21544,7.0,3.3
16013,2110640,8911,8.0,1.4
16013,2634191,96767,3.0,14.9
16017,39475,21919,6.0,3.9
16017,58971,18064,7.0,3.2
16017,257868,247136,1.0,44.1
16017,451965,110113,2.0,19.6
16017,480228,42177,5.0,7.5
16017,504713,55260,4.0,9.9
16017,2634191,66133,3.0,11.8
16019,276579,180284,3.0,14.1
16019,280110,78368,6.0,6.1
16019,300960,128257,4.0,10.0
16019,324863,347535,1.0,27.1
16019,451965,274702,2.0,21.4
16019,480228,21147,10.0,1.6
16019,504713,114026,5.0,8.9
16019,543262,19092,11.0,1.5
16019,656377,33261,9.0,2.6
16019,852218,44195,7.0,3.4
16019,2634191,41687,8.0,3.3
16021,257868,44021,1.0,36.1
16021,451965,41990,2.0,34.4
16021,2634191,36087,3.0,29.6
16023,451965,9917,1.0,100.0
16025,504713,11360,1.0,100.0
16027,17464,85501,6.0,5.7
16027,58971,19041,15.0,1.3
16027,257868,62069,9.0,4.2
16027,276579,117111,4.0,7.9
16027,280110,72926,8.0,4.9
16027,352772,17747,16.0,1.2
16027,451965,302947,1.0,20.4
16027,480228,37362,13.0,2.5
16027,504713,226739,2.0,15.2
16027,543262,41332,12.0,2.8
16027,656377,106229,5.0,7.1
16027,804963,12797,17.0,0.9
16027,852218,44676,11.0,3.0
16027,1014077,180427,3.0,12.1
16027,2110640,81865,7.0,5.5
16027,2540537,20685,14.0,1.4
16027,2634191,57816,10.0,3.9
16029,428462,29779,2.0,33.6
16029,504713,58747,1.0,66.4
16031,276579,97702,2.0,20.5
16031,280110,44933,5.0,9.4
16031,451965,72111,3.0,15.1
16031,504713,25663,6.0,5.4
16031,543262,176771,1.0,37.1
16031,582971,59716,4.0,12.5
16035,39475,33961,1.0,39.3
16035,451965,21797,3.0,25.2
16035,504713,30704,2.0,35.5
16037,428462,7186,3.0,14.1
16037,451965,27391,1.0,53.6
16037,504713,16518,2.0,32.3
16039,451965,49855,1.0,31.6
16039,504713,35667,2.0,22.6
16039,852218,21138,5.0,13.4
16039,1014077,29042,3.0,18.4
16039,2110640,22030,4.0,14.0
16041,428462,20853,4.0,18.8
16041,451965,33011,2.0,29.7
16041,504713,22267,3.0,20.1
16041,869971,34892,1.0,31.4
16043,280110,10671,3.0,14.1
16043,300960,47178,1.0,62.4
16043,451965,17721,2.0,23.4
16045,280110,15128,4.0,10.8
16045,451965,54650,1.0,39.2
16045,504713,40271,2.0,28.9
16045,1014077,29391,3.0,21.1
16047,257868,15132,5.0,9.2
16047,276579,32208,3.0,19.6
16047,307062,54909,1.0,33.4
16047,451965,18136,4.0,11.0
16047,480228,10194,6.0,6.2
16047,504713,34001,2.0,20.7
16049,451965,55483,2.0,33.4
16049,504713,30145,3.0,18.2
16049,741871,80448,1.0,48.4
16051,276579,81335,1.0,38.3
16051,324863,74632,2.0,35.1
16051,451965,26555,4.0,12.5
16051,504713,29859,3.0,14.1
16053,307062,30537,4.0,15.8
16053,451965,32912,3.0,17.0
16053,504713,33554,2.0,17.4
16053,543262,55316,1.0,28.6
16053,582971,17329,6.0,9.0
16053,656377,23604,5.0,12.2
16055,39475,32056,13.0,1.7
16055,58971,169143,5.0,9.1
16055,257868,75612,7.0,4.1
16055,451965,413286,1.0,22.2
16055,480228,222637,3.0,12.0
16055,504713,216967,4.0,11.7
16055,741871,60865,10.0,3.3
16055,852218,46276,12.0,2.5
16055,1411032,67732,9.0,3.6
16055,2110640,97164,6.0,5.2
16055,2634191,316170,2.0,17.0
16055,2753917,9807,14.0,0.5
16055,3010363,57884,11.0,3.1
16055,3603970,75267,8.0,4.0
16057,39475,32342,5.0,6.9
16057,276579,55415,4.0,11.8
16057,451965,143016,1.0,30.5
16057,504713,96494,3.0,20.6
16057,741871,121935,2.0,26.0
16057,852218,19122,6.0,4.1
16059,78559,698,4.0,0.9
16059,451965,27782,2.0,36.7
16059,480228,12623,3.0,16.7
16059,504713,34622,1.0,45.7
16061,451965,17571,1.0,65.5
16061,504713,9251,2.0,34.5
16063,451965,16289,1.0,100.0
16065,276579,59937,2.0,18.8
16065,280110,32786,4.0,10.3
16065,324863,108722,1.0,34.1
16065,451965,48888,3.0,15.3
16065,504713,24903,5.0,7.8
16065,656377,19101,7.0,6.0
16065,2634191,24783,6.0,7.8
16067,451965,25374,4.0,14.2
16067,504713,26855,3.0,15.0
16067,543262,71484,1.0,39.9
16067,582971,55601,2.0,31.0
16069,39475,12333,8.0,2.3
16069,276579,46937,5.0,8.6
16069,352772,80316,4.0,14.7
16069,427960,39561,6.0,7.2
16069,451965,162408,1.0,29.7
16069,504713,89838,3.0,16.4
16069,741871,97641,2.0,17.9
16069,2540537,17191,7.0,3.1
16071,428462,34067,1.0,71.5
16071,504713,13549,2.0,28.5
16073,504713,51658,1.0,100.0
16075,17464,21652,6.0,9.0
16075,257868,56076,2.0,23.3
16075,276579,76208,1.0,31.6
16075,280110,27593,3.0,11.4
16075,451965,23780,5.0,9.9
16075,480228,11637,7.0,4.8
16075,504713,24055,4.0,10.0
16077,280110,14021,3.0,20.0
16077,324863,27115,1.0,38.6
16077,451965,18017,2.0,25.6
16077,504713,11099,4.0,15.8
16079,39475,25127,3.0,16.1
16079,257868,18698,5.0,11.9
16079,451965,34020,2.0,21.7
16079,480228,20112,4.0,12.8
16079,504713,58578,1.0,37.4
16081,280110,22284,3.0,20.6
16081,324863,43125,1.0,39.9
16081,451965,14421,4.0,13.3
16081,504713,28332,2.0,26.2
16083,257868,49832,7.0,4.0
16083,276579,60133,6.0,4.8
16083,280110,29701,10.0,2.4
16083,307062,246093,2.0,19.5
16083,352772,36734,9.0,2.9
16083,451965,223240,3.0,17.7
16083,480228,19236,11.0,1.5
16083,504713,108531,5.0,8.6
16083,543262,126013,4.0,10.0
16083,582971,299673,1.0,23.8
16083,656377,43771,8.0,3.5
16083,852218,18004,12.0,1.4
16085,504713,72700,2.0,30.0
16085,656377,26507,4.0,10.9
16085,741871,66973,3.0,27.6
16085,3384952,76101,1.0,31.4
16087,257868,41156,1.0,35.0
16087,276579,37425,2.0,31.9
16087,451965,24564,3.0,20.9
16087,504713,14287,4.0,12.2
17001,152440,50324,11.0,3.0
17001,248240,12388,17.0,0.7
17001,258146,31566,14.0,1.9
17001,301640,21058,15.0,1.2
17001,344647,496983,1.0,29.4
17001,349343,90634,5.0,5.4
17001,352745,169327,3.0,10.0
17001,371942,64948,6.0,3.8
17001,413673,4622,18.0,0.3
17001,426534,61181,9.0,3.6
17001,480228,63171,8.0,3.7
17001,481542,318227,2.0,18.8
17001,493143,32296,13.0,1.9
17001,590248,63513,7.0,3.8
17001,611246,41199,12.0,2.4
17001,762447,51400,10.0,3.0
17001,857941,13744,16.0,0.8
17001,2817837,102107,4.0,6.0
17003,253440,41457,1.0,64.4
17003,704447,22953,2.0,35.6
17005,137447,49279,2.0,16.6
17005,169653,29014,4.0,9.8
17005,659341,35304,3.0,11.9
17005,720746,147756,1.0,49.8
17005,762447,7043,6.0,2.4
17005,773247,28371,5.0,9.6
17007,27548,123031,2.0,22.2
17007,75633,26439,6.0,4.8
17007,325534,34934,5.0,6.3
17007,527954,11106,8.0,2.0
17007,808448,57451,4.0,10.4
17007,813947,220673,1.0,39.8
17007,817477,17821,7.0,3.2
17007,817824,63281,3.0,11.4
17009,166849,11659,3.0,8.4
17009,301640,43854,2.0,31.7
17009,510947,73778,1.0,53.4
17009,835378,8995,4.0,6.5
17011,258539,80928,5.0,8.6
17011,426534,227061,1.0,24.2
17011,452841,174706,2.0,18.6
17011,457547,50345,7.0,5.4
17011,472148,39364,8.0,4.2
17011,476342,51150,6.0,5.4
17011,519070,5956,14.0,0.6
17011,565536,38196,9.0,4.1
17011,771878,13307,12.0,1.4
17011,773247,88840,4.0,9.5
17011,823133,37720,10.0,4.0
17011,887340,21704,11.0,2.3
17011,931038,98586,3.0,10.5
17011,987231,11041,13.0,1.2
17013,487142,68327,1.0,57.9
17013,960047,49583,2.0,42.1
17015,232847,77698,4.0,17.6
17015,253776,12830,6.0,2.9
17015,597041,88714,2.0,20.1
17015,769334,71444,5.0,16.2
17015,895448,78130,3.0,17.7
17015,923949,7177,7.0,1.6
17015,2949710,104745,1.0,23.8
17017,368933,54330,3.0,15.7
17017,593333,46561,4.0,13.5
17017,602543,91865,2.0,26.6
17017,835378,28291,5.0,8.2
17017,857941,9350,6.0,2.7
17017,920733,115448,1.0,33.4
17019,37949,157801,4.0,3.8
17019,221476,109029,10.0,2.7
17019,233031,23452,24.0,0.6
17019,238045,8251,29.0,0.2
17019,258445,60005,18.0,1.5
17019,266271,30357,21.0,0.7
17019,340742,123537,8.0,3.0
17019,346771,150104,6.0,3.7
17019,380533,28613,23.0,0.7
17019,412751,2112,31.0,0.1
17019,416245,1634534,1.0,39.8
17019,426534,111509,9.0,2.7
17019,436739,156945,5.0,3.8
17019,439730,9770,28.0,0.2
17019,550635,34589,20.0,0.8
17019,557438,123843,7.0,3.0
17019,601050,28802,22.0,0.7
17019,667346,57622,19.0,1.4
17019,693345,100068,11.0,2.4
17019,738143,62607,17.0,1.5
17019,739832,84295,13.0,2.1
17019,762447,76673,14.0,1.9
17019,773247,74862,15.0,1.8
17019,817824,258735,3.0,6.3
17019,846132,20072,25.0,0.5
17019,852218,379537,2.0,9.2
17019,853644,96721,12.0,2.4
17019,899642,13911,27.0,0.3
17019,899736,4982,30.0,0.1
17019,1007846,68500,16.0,1.7
17019,1222948,14174,26.0,0.3
17021,177443,170186,1.0,22.8
17021,233031,28824,7.0,3.9
17021,421445,11576,13.0,1.6
17021,504713,53475,5.0,7.2
17021,588441,14827,11.0,2.0
17021,604033,18412,9.0,2.5
17021,613343,83727,4.0,11.2
17021,659341,15703,10.0,2.1
17021,762447,13589,12.0,1.8
17021,822631,45827,6.0,6.1
17021,860147,121677,3.0,16.3
17021,915935,19885,8.0,2.7
17021,922344,148558,2.0,19.9
17023,208244,38226,5.0,9.4
17023,221476,94077,2.0,23.1
17023,233031,31280,6.0,7.7
17023,306337,110483,1.0,27.1
17023,413646,10765,8.0,2.6
17023,693345,55804,3.0,13.7
17023,817824,25513,7.0,6.3
17023,2811086,41633,4.0,10.2
17025,242,28743,4.0,9.6
17025,412845,15586,7.0,5.2
17025,498942,66353,2.0,22.2
17025,504713,15908,6.0,5.3
17025,623548,80993,1.0,27.1
17025,776275,27180,5.0,9.1
17025,777441,63591,3.0,21.3
17027,169653,56780,7.0,6.0
17027,255547,64918,6.0,6.9
17027,327949,164417,2.0,17.4
17027,415770,75258,5.0,8.0
17027,457547,47923,8.0,5.1
17027,504713,32355,9.0,3.4
17027,614948,114035,3.0,12.1
17027,659341,27925,10.0,3.0
17027,830748,267123,1.0,28.3
17027,837541,76846,4.0,8.1
17027,966272,16320,11.0,1.7
17029,139843,26013,10.0,2.6
17029,388940,59309,5.0,6.0
17029,399973,42906,8.0,4.4
17029,412751,567,14.0,0.1
17029,413646,46054,7.0,4.7
17029,480228,51229,6.0,5.2
17029,504713,72857,3.0,7.4
17029,676076,62838,4.0,6.4
17029,693345,12270,12.0,1.2
17029,738143,12303,11.0,1.2
17029,762447,439253,1.0,44.6
17029,879644,8512,13.0,0.9
17029,922344,41303,9.0,4.2
17029,1222948,109032,2.0,11.1
17031,2732,454846,40.0,0.2
17031,4839,218273,67.0,0.1
17031,12937,167699,77.0,0.1
17031,18135,186705,74.0,0.1
17031,19730,1179454,25.0,0.5
17031,25647,57733,119.0,0.0
17031,67311,1955341,17.0,0.8
17031,75633,29521945,2.0,12.7
17031,76135,78914,107.0,0.0
17031,101019,249765,59.0,0.1
17031,129732,1994952,16.0,0.9
17031,163473,200695,70.0,0.1
17031,189745,346397,48.0,0.1
17031,201834,976493,28.0,0.4
17031,210434,20049574,4.0,8.6
17031,212465,83434,104.0,0.0
17031,215130,1015672,27.0,0.4
17031,217237,957721,29.0,0.4
17031,225335,448243,41.0,0.2
17031,231242,1405185,20.0,0.6
17031,235174,61647,115.0,0.0
17031,250476,108283,94.0,0.0
17031,254670,11246,134.0,0.0
17031,259657,157701,79.0,0.1
17031,266271,2915073,14.0,1.3
17031,270531,119226,89.0,0.1
17031,277240,184390,75.0,0.1
17031,283438,42001,126.0,0.0
17031,286279,110625,92.0,0.0
17031,297378,52239,121.0,0.0
17031,309972,109875,93.0,0.0
17031,312730,736097,34.0,0.3
17031,337340,113141,90.0,0.0
17031,347639,211565,69.0,0.1
17031,352035,228789,65.0,0.1
17031,365875,5995,135.0,0.0
17031,375034,53824,120.0,0.0
17031,375379,38057,130.0,0.0
17031,395836,439677,43.0,0.2
17031,397531,727931,35.0,0.3
17031,398668,0,140.5,0.0
17031,412135,3563844,13.0,1.5
17031,412751,505,137.0,0.0
17031,426534,133828,87.0,0.1
17031,447070,223998,66.0,0.1
17031,450472,75006,109.0,0.0
17031,451965,4208168,11.0,1.8
17031,454676,797888,33.0,0.3
17031,462774,89219,102.0,0.0
17031,465038,141696,83.0,0.1
17031,467470,158103,78.0,0.1
17031,476810,7079791,7.0,3.1
17031,480228,23319790,3.0,10.1
17031,480330,50776,123.0,0.0
17031,483274,422953,44.0,0.2
17031,490179,40954,127.0,0.0
17031,504713,3777597,12.0,1.6
17031,520777,353524,47.0,0.2
17031,591937,139399,84.0,0.1
17031,592439,197802,71.0,0.1
17031,593977,30754,131.0,0.0
17031,595869,289326,55.0,0.1
17031,613343,83417,105.0,0.0
17031,615879,74867,110.0,0.0
17031,640170,16914,133.0,0.0
17031,646444,271868,56.0,0.1
17031,649874,70194,112.0,0.0
17031,656733,6192538,8.0,2.7
17031,664831,98852,97.0,0.0
17031,671334,578109,39.0,0.2
17031,671370,169256,76.0,0.1
17031,671464,72564,111.0,0.0
17031,673431,441212,42.0,0.2
17031,716833,1235133,23.0,0.5
17031,723112,8234660,6.0,3.6
17031,741273,79170,106.0,0.0
17031,750239,1048603,26.0,0.5
17031,757377,650879,36.0,0.3
17031,766735,295360,54.0,0.1
17031,804338,336841,49.0,0.1
17031,817824,4827155,9.0,2.1
17031,820477,95959,99.0,0.0
17031,841436,91098,101.0,0.0
17031,850036,1348833,21.0,0.6
17031,852218,61702265,1.0,26.6
17031,857576,126213,88.0,0.1
17031,910873,236563,63.0,0.1
17031,917742,1207143,24.0,0.5
17031,926632,193423,73.0,0.1
17031,936136,60000,117.0,0.0
17031,975751,0,140.5,0.0
17031,980344,51429,122.0,0.0
17031,1001639,1462099,19.0,0.6
17031,1007846,2033938,15.0,0.9
17031,1362246,271264,57.0,0.1
17031,1404883,97034,98.0,0.0
17031,1842065,8333552,5.0,3.6
17031,2006024,411222,45.0,0.2
17031,2119773,238220,62.0,0.1
17031,2239288,1753916,18.0,0.8
17031,2298995,834436,31.0,0.4
17031,2316714,239941,61.0,0.1
17031,2333298,607197,38.0,0.3
17031,2339535,38068,129.0,0.0
17031,2342160,99072,96.0,0.0
17031,2343167,214113,68.0,0.1
17031,2360904,137120,86.0,0.1
17031,2445052,248325,60.0,0.1
17031,2508751,297020,53.0,0.1
17031,2531562,99850,95.0,0.0
17031,2533043,63814,114.0,0.0
17031,2533119,65117,113.0,0.0
17031,2595975,255014,58.0,0.1
17031,2736291,805643,32.0,0.3
17031,2761967,154469,80.0,0.1
17031,2806877,595,136.0,0.0
17031,2813491,95085,100.0,0.0
17031,2817985,112426,91.0,0.0
17031,2834759,139050,85.0,0.1
17031,2929392,323583,50.0,0.1
17031,2938198,1318855,22.0,0.6
17031,2949970,39743,128.0,0.0
17031,2970657,317677,51.0,0.1
17031,3015939,0,140.5,0.0
17031,3153233,152466,81.0,0.1
17031,3203996,43037,125.0,0.0
17031,3216017,645632,37.0,0.3
17031,3280625,151626,82.0,0.1
17031,3284397,211,138.0,0.0
17031,3303298,4573047,10.0,2.0
17031,3339925,86179,103.0,0.0
17031,3358252,76679,108.0,0.0
17031,3377235,58432,118.0,0.0
17031,3391718,197139,72.0,0.1
17031,3404207,297104,52.0,0.1
17031,3437483,376911,46.0,0.2
17031,3441677,0,140.5,0.0
17031,3545324,17897,132.0,0.0
17031,3547896,44924,124.0,0.0
17031,3559714,61034,116.0,0.0
17031,3593307,232334,64.0,0.1
17031,4184186,871656,30.0,0.4
17033,233031,56253,4.0,12.7
17033,306337,8544,6.0,1.9
17033,412751,607,7.0,0.1
17033,412845,102040,2.0,23.1
17033,660271,158976,1.0,35.9
17033,693345,81332,3.0,18.4
17033,724940,34737,5.0,7.9
17035,306337,7504,3.0,4.2
17035,413646,140320,1.0,79.2
17035,762447,29447,2.0,16.6
17037,235530,325199,3.0,16.3
17037,266271,35190,9.0,1.8
17037,426534,173391,5.0,8.7
17037,527954,470083,2.0,23.5
17037,534345,495810,1.0,24.8
17037,604640,34412,10.0,1.7
17037,723112,60300,7.0,3.0
17037,813947,19486,13.0,1.0
17037,817824,29564,11.0,1.5
17037,841436,220070,4.0,11.0
17037,887340,70617,6.0,3.5
17037,917742,28553,12.0,1.4
17037,936136,36378,8.0,1.8
17039,32234,73582,3.0,20.1
17039,233031,12491,7.0,3.4
17039,324975,76941,2.0,21.0
17039,426534,67144,4.0,18.3
17039,490535,83068,1.0,22.7
17039,762447,13182,6.0,3.6
17039,765130,39976,5.0,10.9
17041,380533,27259,6.0,7.3
17041,413646,39332,5.0,10.6
17041,474245,65359,4.0,17.6
17041,598646,74019,2.0,19.9
17041,659734,83856,1.0,22.6
17041,762447,69356,3.0,18.7
17041,899642,12087,7.0,3.3
17043,4839,53928,47.0,0.2
17043,19730,53344,48.0,0.1
17043,67311,317623,23.0,0.9
17043,75633,3439212,4.0,9.6
17043,129732,37182,53.0,0.1
17043,133971,426844,17.0,1.2
17043,163473,45397,51.0,0.1
17043,189745,119127,35.0,0.3
17043,210434,554100,15.0,1.6
17043,225335,50355,50.0,0.1
17043,231242,238526,28.0,0.7
17043,259657,615259,12.0,1.7
17043,266271,611416,13.0,1.7
17043,277240,66227,40.0,0.2
17043,286279,24639,59.0,0.1
17043,312730,71395,39.0,0.2
17043,375034,1477813,5.0,4.1
17043,397531,26032,58.0,0.1
17043,412135,213191,30.0,0.6
17043,412751,1531,62.0,0.0
17043,424343,57421,44.0,0.2
17043,451965,34091,55.0,0.1
17043,454676,188189,32.0,0.5
17043,476810,4273106,3.0,12.0
17043,480228,1211692,8.0,3.4
17043,480330,1090,63.0,0.0
17043,504713,1251565,7.0,3.5
17043,591937,280575,27.0,0.8
17043,595869,51855,49.0,0.1
17043,608844,85924,37.0,0.2
17043,647432,386536,18.0,1.1
17043,656733,925751,11.0,2.6
17043,671334,478882,16.0,1.3
17043,723112,1320653,6.0,3.7
17043,741273,58673,43.0,0.2
17043,759045,301755,25.0,0.8
17043,812436,383552,19.0,1.1
17043,817824,4336732,2.0,12.1
17043,850036,195667,31.0,0.5
17043,852218,6091891,1.0,17.1
17043,875132,29811,56.0,0.1
17043,887340,18813,60.0,0.1
17043,917742,56547,46.0,0.2
17043,936136,44421,52.0,0.1
17043,1001639,61529,41.0,0.2
17043,1007846,113961,36.0,0.3
17043,1008432,34685,54.0,0.1
17043,1176881,1576,61.0,0.0
17043,1362246,28223,57.0,0.1
17043,1842065,354064,20.0,1.0
17043,2044811,608731,14.0,1.7
17043,2044820,146858,33.0,0.4
17043,2119773,1023860,10.0,2.9
17043,2253725,327888,21.0,0.9
17043,2333298,137959,34.0,0.4
17043,2736291,79465,38.0,0.2
17043,2817985,0,65.0,0.0
17043,2834759,284953,26.0,0.8
17043,2843706,61341,42.0,0.2
17043,2855978,320406,22.0,0.9
17043,2970657,304592,24.0,0.9
17043,3280625,56970,45.0,0.2
17043,3303298,1027943,9.0,2.9
17043,3353154,1000,64.0,0.0
17043,3809446,214301,29.0,0.6
17045,139843,83007,3.0,18.1
17045,152431,75731,4.0,16.5
17045,221476,107422,2.0,23.5
17045,685733,36207,5.0,7.9
17045,738143,155362,1.0,33.9
17047,209148,13402,3.0,8.0
17047,272245,15665,2.0,9.4
17047,853747,138414,1.0,82.6
17049,134848,154224,4.0,10.3
17049,158741,126634,5.0,8.4
