NAME,DEPDOM,FED_RSSD,FEDCHRTR
"California City Bank, National Association",,601069,1
Bank of Maryland - Montgomery County,,774020,0
National Bank of Texas,,898757,1
"Western Bank-North Wilcrest, National Association",,722357,1
Crockett National Bank,"342,404",1015467,1
Metropolitan National Bank,,1003165,1
"Texas Community Bank, National Association","1,052,942",528960,1
Olympic National Bank,,811260,1
"Mission Valley Bank, National Association",,23269,1
First Bank/Las Colinas,,591450,0
National Bank of Commerce,,834362,1
Alvarado Bank,,870061,0
North American National Bank,,976253,1
"Sun Bank/Citrus County, National Association",,47434,1
Trade National Bank,,942333,1
"Tower Bank, National Association",,874537,1
First National Bank of Lake City & Creede,,569459,1
First National Bank of Holcomb,"41,051",997856,1
"Union Colony Bank of Loveland, National Association",,520852,1
First National Bank,,802651,1
United Community Bank,,749121,0
Manilabank California,,901965,0
"First Eastern Bank & Trust Company, New Orleans, Lousisiana",,738,0
Lewis County Bank,,297435,0
"Citizens Bank, National Association",,393654,1
Progressive National Bank of Rayne,,301734,1
Park Tower National Bank,,677158,1
"First Commercial Bank, National Association","126,896",400365,1
Sunbelt National Bank,,531269,1
Western Industrial National Bank,,476669,1
"Bank of Lodi, National Association",,777160,1
"First City Bank-Westwood, National Association",,18751,1
"Citizens Fidelity (Ohio), National Association",,911517,1
North Platte Trust Company,,51057,0
"Ameribank, Welch, West Virginia, Inc.",,976132,0
Commercial Trust Bank,,719731,0
Montana Bank of Forsyth,,642156,0
Texas Bank of Plano,,730361,0
First Savings Company of Norfolk,,119555,0
Orange State Bank,,70432,0
City Bank,,292252,0
Preston North National Bank,,507451,1
Illini Bank - North,,698537,0
Placer Bank of Commerce,,240664,0
Liberty National Bank of Jessamine,,486819,1
Landmark National Bank,,668754,1
"Norwest Bank Highlands Ranch, National Association",,273952,1
"World Trade Bank, National Association",,31460,1
Independent Banker's Bank of Florida,"155,947",190639,0
South Valley National Bank,,394969,1
First Central Bank,,470265,0
Saddleback National Bank,,867164,1
One National Bank of Little Rock,,766276,1
Willow Bend National Bank,,17062,1
"Wilshire Center Bank, National Association",,962564,1
Western United National Bank,,795762,1
American River Bank,"491,160",735768,0
Greater Texas Bank Leander,,804954,0
"Franklin National Bank of Washington, D.C.",,732226,1
Dakota Bank of Wahpeton,,714857,0
Douglass National Bank,,249256,1
"Texas Capital Bank-Katy, National Association",,981556,1
Turtle Creek National Bank,,535959,1
"ResourceBank, National Association",,774356,1
"Harris County Bank-Cy-Fair, National Association",,290454,1
"Signature Bank, National Association",,527851,1
Peoples National Bank,,892456,1
Union Planters Bank of Southeast Missouri,,480648,0
First National Bank of Collierville,,724070,1
"The Fifth Third Bank of Western Ohio, National Association",,320427,1
Marathon National Bank,,965163,1
"First Western Bank, National Association",,116563,1
"Triad Bank, National Association","169,498",283652,1
American Bank  National Association,,851958,1
First Louisiana National Bank,,842031,1
National InterCity Bank,,661764,1
First Commonwealth Bank,,864127,0
Bank M,,809632,0
"United Bank, National Association",,232454,1
"Bancorp Finance of Hawaii, Inc.",,863063,0
Warren Five Cents Savings Bank,,294809,0
Liberty Bank & Trust,,744845,0
Eastern Savings Bank,,128904,0
The Bank of Durango,,69351,0
"Norwest Bank Academy Place, National Association",,827056,1
"BancFirst-Austin, National Association",,147950,1
Western National Bank of Louisiana,,755038,1
"Community Bank, National Association",,788661,1
"The Pacific Bank, National Association",,518868,1
Peoples Bank,,443951,0
"Texas Commerce Bank-West Oaks, National Association",,778550,1
Sunbelt National Bank,,526256,1
Hazen First State Bank,,268743,0
Granada Bank,,81764,0
Bank of La Costa,,211299,0
"First Fidelity Trust, National Association, Florida",,107534,1
"Bank of Oklahoma, Broken Arrow, National Association",,993951,1
First American National Bank of Chattanooga,,799630,1
"First City, Texas - San Antonio, National Association",,678669,1
Texas National Bank,,611152,1
Community Bank & Trust Company of Virginia,,896829,0
"Queen City Bank, National Association",,873165,1
Independent National Bank,,162766,1
County Bank,,329064,0
"Central Bank at Stapleton, National Association",,909653,1
"First State Bank, National Association",,900463,1
Silicon Valley Bank,"18,159,862",802866,0
"Community Bank, Katy, Tx.",,789257,0
"First Missouri Bank of St. Peters, National Association",,547457,1
Bennett National Bank,,703758,1
"Commerce Bank of Lee's Summit, National Association",,630050,1
"Northern Trust Bank, National Association",,943068,1
OMNIBANK Arapahoe,,685452,0
FirstBank of Summit County,,409555,0
Boca Bank,,364234,0
Bank of Love County,,16757,0
Security National Bank,,994734,1
The Red River Bank,,212157,0
Guardian Bank,,684165,0
First National Bank of Louisiana,,592756,1
Fidelity National Bank,,773854,1
"Fidelity Union Trust Company of Florida, National Association",,364636,1
"First City Bank-Northwest Hills, National Association",,188159,1
Citizens National Bank of Texas,,167257,1
"Park West Bank, National Association",,386759,1
Trinity National Bank,,516668,1
Panola National Bank,"115,290",1013856,1
"Grand Bank Stemmons at Regal Row, National Association",,722759,1
"Cy-Fair Bank, National Association",,50050,1
Mesquite National Bank,,501851,1
First Charlotte Bank and Trust Company,,139825,0
"First RepublicBank Midland, National Association",,417457,1
"Commerce Savings Columbus, Inc.",,78250,0
"First Commerce Savings, Inc.",,18153,0
"Commerce Savings Scottsbluff, Inc.",,928757,0
New City Bank,,223265,0
"First City Bank - East, National Association",,429058,1
"The Southwestern Bank, National Association",,775951,1
M&I Thunderbird Bank,,974567,0
Independence Bank,,729066,0
Texas Coastal Bank,,783965,0
Ready State Bank,,163035,0
Industrial Bank,,636061,0
Continental Pacific Bank,,868,0
The Chattahoochee Bank,,788634,0
Bank of Amador,,188364,0
Standard Financial Corp.,,529163,0
Boston Private Bank & Trust Company,"4,991,266",964700,0
Western Bank,,971856,0
First of Omaha Savings Co.,,467854,0
"First Savings Company of Lexington, Inc.",,164751,0
Expressway Bank,,865656,0
International Finance Bank,"300,526",867632,0
Volunteer Bank and Trust Company of Hamilton County,,857633,0
Rappahannock Bank,,967626,0
Atlantic Community Bankers Bank,"370,498",959715,0
"Bank of Atkinson, National Association",,669939,1
First Marine Bank of Florida,,633239,0
Brentwood Bank,,666956,0
Union National Bank of Colorado,,661951,1
"First Houston Bank, National Association",,900557,1
"Bank One, West Virginia, St. Albans, National Association",,841034,1
First Private Bank & Trust,,193461,0
"Comerica Bank, National Association",,494328,1
"First Savings Company of Hastings, Inc.",,437259,0
Westheimer National Bank,,721855,1
Great Western Bank,,223069,0
"Texas Commerce Bank - Sugarland, National Association",,394857,1
First Savings Company of Fremont,,490553,0
Bank of Nebraska-Omaha,,443250,0
Citicorp Person-To-Person Financial Center of Utah,,407476,0
Texana National Bank of College Station,,798259,1
Sherry Lane National Bank,,506959,1
First National Bank of Woodville,,442169,1
Stone County National Bank,,167556,1
First Virginia Bank - Commonwealth,,1466050,0
"Cuyamaca Bank, National Association",,510460,1
First Exchange Bank of Cape Girardeau,,363040,0
Bank of East Texas,,421267,0
First New Mexico Bank of Silver City,"82,866",495558,0
The Bank of St. Charles County,,265256,0
BNY Mellon Trust of Delaware,"26,148",488318,0
"PNC Advisors, National Association",,955007,1
Charter National Bank - Southwest,,200855,1
Clayton Mercantile National Bank,,230049,1
First National Bank,,748852,1
Citizens First National Bank of Hernando County,,234131,1
NCNB National Bank of Florida,,833637,1
"Grand Bank, National Association",,842956,1
"Northwest Commercial Bank, National Association",,776453,1
Hurst National Bank,,918057,1
Resources Industrial Bank,,847456,0
Scripps Bank,,868769,0
National Bank of Arizona,,944663,1
Heritage National Bank,,112350,1
Texas National Bank,,226855,1
"International Bank of Commerce, National Association, San An",,1002663,1
"Memorial Bank, National Association",,788755,1
Community National Bank,"965,397",293053,1
"United Bank of Fort Collins-South, National Association",,370057,1
COMPASS BANK-CO,,167051,1
"Norwest Bank Aurora-City Center, National Association",,871750,1
Midlothian National Bank,,236658,1
First National Bank of South Padre Island,"58,533",346566,1
Western Sierra National Bank,,7166,1
First Bank and Trust Company,,272834,0
Jefferson National Bank,,600053,1
American National Bank,,519454,1
Security National Bank,,666853,1
Bank of Aurora,,872252,0
Korea First Bank of New York,,327613,0
Uwharrie Bank,"470,182",590220,0
Woori America Bank,"950,624",384018,0
State Bank of Commerce,,96638,0
Grand Valley Bank,"275,732",178851,0
"FirstBank of Arapahoe County, National Association",,195559,1
Mutual State Bank,,190059,0
"Border Capital Bank, National Association","143,748",831857,1
"Fidelity Bank, National Association",,42961,1
"Independence Bank, National Association",,787150,1
"Texas Commerce Bank-Northcross, National Association",,67450,1
Acadiana National Bank,,765233,1
San Marcos National Bank,,58494,1
"Fidelity Bank, National Association",,836955,1
FMB-First Michigan Bank-Grand Rapids,,912345,0
American Bank of St. Louis County,,650656,0
First Lowndes Bank,,314033,0
E. F. Hutton Bank,,495914,0
Orleans Bank and Trust Company,,77833,0
The Harris Bank National Association,,528568,1
International Bank of Commerce,"386,331",382069,0
Colonial Bank and Trust Co. of Bureau County,,843533,0
Prosperity Bank,"490,873",879532,0
Louisiana Commercial Bank,,990736,0
Valley Bank of Ronan,"57,732",624956,0
William Penn Bank,,896614,0
The National Bank of Harrah,,193359,1
"Bank of Las Colinas, National Association",,967457,1
Capital National Bank,,310156,1
First National Bank of Del City,,1015654,1
Main Street Bank,,888954,0
Pacific Regency Bank,,87195,0
ProBank,,540962,0
Peoples National Bank,,118950,1
Brownfield State Bank,,47050,0
Broadway Manufacturers Hanover Industrial Bank,,237356,0
Denver Manufacturers Hanover Industrial Bank,,659051,0
Manufacturer Hanover Industrial Bank,,730651,0
Southglenn Manufacturers Hanover Industrial Bank,,301350,0
Westminister Manufacturers Hanover Industrial Bank,,219053,0
"First Hawaiian Creditcorp, Inc.",,728265,0
First State Bank of Atmore,,37631,0
Bank of Commerce-Fossil Creek,,319056,0
Merchant Bank of Florida,,341235,0
Commerce Bank,"18,222,172",601050,0
Lincoln National Bank,,254250,1
Heritage National Bank,,154453,1
"MBank Greens Parkway, National Association",,909457,1
Abrams Centre National Bank,,707055,1
Commercial National Bank,,1009934,1
First National Bank of the South,,397737,1
Greenville National Bank,,517124,1
First National Bank of Sachse,,932062,1
West Houston National Bank,,907350,1
Limestone National Bank,,429450,1
Commercial Bank of Fremont,,883360,0
The Bank of Pleasanton,,740762,0
"Texas Bank of Garland, National Association",,443858,1
First Citizens Bank of Clayton County,,961035,0
"American Independent Bank, National Association",,764366,1
American National Bank of Eastridge,,65755,1
Sheridan State Bank,,555658,0
"Pacific Century Bank, National Association",,946760,1
National American Bank,,255462,1
The Western National Bank of Colorado,,903352,1
Chancery National Bank,,843252,1
American National Bank of Grand Junction,,262152,1
Summit National Bank,"55,427",78559,1
American Commerce National Bank,,359191,1
Monument National Bank,,815763,1
American West Bank,,786863,0
"Western Security Bank, National Association",,98360,1
"The Financial Center Bank, National Association",,515568,1
Upland Bank,,184263,0
Beaumont Bank - National Association,,82051,1
"Texas Premier Bank, National Association",,44451,1
Castle Hills National Bank,,874069,1
Security First Bank,,54861,0
First National Bank of Benton,"46,402",47452,1
Seminole National Bank,,401960,1
Pacific Business Bank,,932361,0
Business Bank of California,,18863,0
Mercantile Bank Stoddard/Bollinger Counties,,635046,0
"NBD Northwest Bank, National Association",,473547,1
"First Chicago Investment Advisors, National Association",,168937,1
"Bank One, West Virginia, Beckley, National Association",,566823,1
"Manufacturers Bank and Trust of Florida, National Association",,64431,1
Great Western Thrift and Loan,,176772,0
San Benito Bank,,199762,0
Pacific Commerce Bank,,688462,0
Battle Creek Bank,,747350,0
Centre National Bank-Farmers Branch,,440558,1
Shady Oaks National Bank,,795258,1
"SouthTrust Bank of Andalusia, National Association",,986337,1
Citizens Bank of Gwinnett,,60536,0
Habib American Bank,"613,975",245016,0
"Premier Bank, a National Association",,997351,1
Midway National Bank,,1003651,1
First National Bank of Atascocita,,915458,1
City Bank,"1,799,322",575254,0
"Summit Community Bank, National Association",,463557,1
"MBank Las Colinas, National Association",,735151,1
Rainbow Financial Corporation,,517964,0
First Union National Bank of Tennessee,,114130,1
"MBank Corpus Christi South, National Association",,691659,1
"Conroe Bank, National Association",,684053,1
Community National Bank,,245164,1
Round Rock National Bank,,666367,1
First National Bank Northwest Florida,"97,841",216230,1
Republic Bank California National Association,,172569,1
American State Bank of Snyder,,344469,0
First Commercial Bank of Florida,,308331,0
"Community National Bank, Osceola County",,776136,1
Points West Community Bank,"290,971",654252,0
Saybrook Bank and Trust Co.,,315807,0
"United Bank, Inc.",,339371,0
"Equitable Bank, National Association",,135658,1
"First National Bank, Louisville",,280428,1
Wyoming National Bank Casper West,,68354,1
"Arvest United Bank, A State Savings Bank",,1017751,0
Tucker State Bank of Jacksonville,,774039,0
Schwegmann Bank and Trust Company,,678230,0
State Savings Company of Schuyler,,927152,0
"Northwest Bank, National Association",,882167,1
"BancFirst - Westlake, National Association",,270456,1
Granite State Bank,,390765,0
SeaFirst Bank,,958839,0
Landmark Bank of Fort Worth,,324555,0
NBD Delaware Bank,,498513,0
Western Bank of Cheyenne,,70151,0
The First National Bank of Florida,,252836,1
FirstBank at Arapahoe/Yosemite,,155852,0
"Finance Factors, Ltd.","394,305",827560,0
"First Northwestern Bank, National Association",,848855,1
Community National Bank of Okarche,"55,838",371559,1
"Executive Center Bank, National Association",,835350,1
Peoples National Bank,,562366,1
"First Interstate Bank North Central, National Association",,973850,1
"Mission Hills Bank, National Association",,478953,1
First National Bank of Frisco,,434155,1
"Leadership Bank, National Association",,625252,1
Duncanville National Bank,,650357,1
"Richmark Bank, National Association",,847250,1
"Sage Plaza Bank, National Association",,724454,1
Executive National Bank,,875664,1
Metro Bank of Dade County,,664336,0
Meade County Bank,"142,354",776547,0
Southeast Bank of St. Johns County,,960636,0
"Bank of America California, National Association","17,156,000",1443266,1
Trinity National Bank,,291358,1
U. S. Trust Company of Florida Savings Bank,,154033,0
First National Bank of Central California,,195867,1
The First National Bank of Akron,,745552,1
"Colorado Business Bank, National Association",,196051,1
Enterprise National Bank,,156354,1
"Bank of Del Mar, National Association",,875262,1
First National Bank of Vail,,121053,1
River City National Bank,,125556,1
"American Investment Bank, National Association",,267979,1
Federated National Bank,,362762,1
The Trust Bank,,843430,0
Southeast Bank of Walton County,,90131,0
"The Bank of Edmond, National Association",,111858,1
Citizens National Bank,,353069,1
The U. S. Savings Bank of America,,117805,0
First Volunteer Bank of Middle Tennessee,,157539,0
First Bank of Kansas City,,880659,0
"Morrilton Security Bank, National Association",,92340,1
Heritage National Bank,,267755,1
The Corning Bank,,637246,0
"Paradise Finance, Inc.",,511663,0
Marine Midland (Delaware) National Association,,435817,1
Peoples Bank,,785053,0
"Heritage Bank, National Association",,822145,1
"Regions Bank, National Association",,223023,1
First National Banker's Bank,"374,337",734538,1
First National Bank of Kingwood,,993858,1
First National Bank of Southern California,"125,288",754068,1
Culver National Bank,,720867,1
River City Bank,,241456,0
Crown Charter National Bank,,715153,1
"Commerce Bank, National Association",,4558,1
First Community Bank-Oceana National,,716431,1
Leon Valley Bank,,217152,0
South Broadway Bank,,606260,0
"Intercredit Bank, National Association","243,800",44433,1
Great Western Bank,,482558,0
State Bank of Brooks,"13,899",856944,0
Thunderbird Bank,,974567,0
Mercantile Bank of South Central Missouri,,433251,0
First National Bank of Corpus Christi Gulfway,,689852,1
Illini Bank-East,,215149,0
Community National Bank at Bartow,,392031,1
Community Bank,"125,713",862141,0
First Central Bank,"167,407",386852,0
Boatmen's National Bank of Oklahoma,,273457,1
"Bank of Texas, National Association",,718855,1
East Texas National Bank of Marshall,,486154,1
"First Financial  Bank, National Association",,553766,1
Texas National Bank,,197852,1
Citicorp Savings and Industrial Bank,,694052,0
Citicorp Savings and Industrial Bank of Boulder,,704250,0
"Citicorp Savings and Industrial Bank, Colorado Springs",,820253,0
Citicorp Savings and Industrial Bank of Denver,,911450,0
Citicorp Savings and Industrial Bank of Littleton,,157959,0
Citicorp Savings and Industrial Bank of Fort Collins,,172550,0
"Citicorp Savings and Industrial Bank of Southwest Plaza, Lakewood",,386553,0
Citicorp Savings and Industrial Bank of Northglenn,,204152,0
The Peoples Bank of Forsyth County,,532136,0
"FirstBank at Wadsworth/Coal Mine, National Association",,1225444,1
"Bank of Los Gatos, National Association",,326764,1
"Norwest Bank Arizona, National Association",,49362,1
Avon National Bank,,747659,1
Global Bank,,163437,0
Eastern Arizona Bank,,975760,0
United Bank Alaska Southeastern,,451460,0
Bank of the Valley,"105,685",478195,0
The Exchange National Bank,,721613,1
"Commerce Bank/Pennsylvania, National Association",,883810,1
"Austin Bank, National Association",,1009550,1
"Citibank (Maryland), National Association",,337322,1
"Texas Community Bank and Trust, National Association",,984557,1
"The Lone Rock Bank, National Association",,860044,1
First National Bank of Overland Park,,461955,1
First Community Bank of Henry County,,599737,0
Clifton National Bank,,942753,1
Citizens National Bank,,663151,1
Southwest Bank,,66350,0
U. S. Bank of Nevada,,75464,0
Frontier Bank of Laramie County,,4053,0
Sacramento Commercial Bank,,256067,0
The Sailors and Merchants Bank and Trust Company,,581424,0
"CapitalBank-Northwest, National Association",,683065,1
Household Aurora Industrial Bank,,699851,0
Household Weld County Industrial Bank,,562656,0
Household Longmont Industrial Bank,,86059,0
First State Bank,,1013043,0
Sealy National Bank,,234467,1
Ridglea National Bank,,512558,1
Bank of Commerce,"26,771",352651,0
Citizens Bank of Glendale,,837251,0
United Central Bank,"1,381,494",259657,0
Flower Mound Bank,,451255,0
Advest Trust Company,,22909,1
Sunstate Bank,,485867,0
Citicorp Savings Company,,466259,0
Texas National Bank,,784551,1
Bank of Commerce,,925532,0
"Texas Capital Bank, National Association",,911254,1
First State Bank of Thayer,,421155,0
Buena Vista Savings & Industrial Bank,,62558,0
TransAtlantic Bank,,972237,0
Cedar Security Bank,"38,628",550653,0
Landmark Thrift and Loan Association,,120467,0
First National Bank of Monticello,,701754,1
Tehama Bank,,877967,0
First Bankers Trust of Bossier City,,115650,0
Union Security Bank and Trust Company,,411736,0
Oakland State Bank,,254148,0
First National Bank,,707859,1
Texana National Bank of Belton,,290856,1
United Community Bank,,293857,0
Central Bank,,1005730,0
"Credit One Bank, National Association",500,639567,1
"Sage Capital Bank, National Association","282,414",448554,1
"Westnet Bank, National Association",,855554,1
Merced Bank of Commerce,,290968,0
Bear Creek National Bank,,109958,1
Tom Green National Bank,,672368,1
First National Bank of Lake Park,,903530,1
Universal National Bank,,868134,1
Trans-Pacific National Bank,"111,632",403067,1
First Commercial Bank of Huntsville,,130635,0
Mercantile Bank of Northwest County National Association,,362454,1
Empire National Bank,,644561,1
"International City Bank, National Association","95,808",780562,1
Independent National Bank,,295365,1
"Central Bank Centennial, National Association",,514851,1
Valley Bank & Trust,"254,222",806154,0
"First Continental Bank of Rockrimmon, National Association",,823955,1
Fremont Investment & Loan,,762661,0
Gulf Bank,,931636,0
Atascocita State Bank,,730455,0
The Bank of Northshore,,225072,0
Arvest State Bank,,466558,0
Bank of the West,,269151,0
Atlantic Bank National Association,,371308,1
Southeast National Bank,,554932,1
Community National Bank,"261,963",354552,1
Guardian Bank,,999261,0
Fireside Bank,,612364,0
Farmers Savings Bank,"40,369",656247,0
Republic Bank of Tecumseh,,262750,0
Centennial National Bank,,799368,1
"First RepublicBank Eldridge, National Association",,910752,1
"Independent Bank-Wylie, National Association",,309468,1
"Westheimer Memorial Bank, National Association",,199557,1
"Security Bank, National Association - Bay Area",,288563,1
"Greater Texas Bank North, National Association",,12852,1
Superior National Bank,,621450,1
International Bank of Commerce,"676,638",230759,0
"Southwest Bank, National Association",,239958,1
Peoples State Bank,,470555,0
"Park Avenue Bank, National Association",,689553,1
Pioneer National Bank,,257952,1
Colonial National Bank,,314350,1
Fidelity National Bank of Fort Worth,,402958,1
Langham Creek National Bank,,580753,1
The Bank of the West,"112,367",401755,0
American First National Bank,,449579,1
"Bank of Anaheim, National Association",,83469,1
"Central Bank Garden of the Gods, National Association",,633453,1
"Central Bank Westminster, National Association",,125257,1
"High Plains Bank of Elizabeth, National Association",,244952,1
Norwest National Bank,,2349413,1
Lovell National Bank,,908656,1
Elmore County Bank,,359137,0
Cheyenne Mountain Bank,,821858,0
Peoples Bank of Louisiana,,56230,0
Investors Bank & Trust Company,,738330,0
Murphy Bank,"117,341",855563,0
"Texas Commerce Bank-Midland, National Association",,508654,1
First National Bank,,449056,1
City National Bank,,2008345,1
"MedCentre Bank, National Association",,757564,1
Commercial National Bank,,876166,1
Mustang National Bank,,98258,1
Cypress National Bank,,957252,1
Steeplechase National Bank,,107851,1
Village Green National Bank,,108353,1
The Farmers National Bank of Gaylord,,852553,1
First National Bank and Trust Company,"201,389",396253,1
"Texas Guaranty Bank, National Association",,144959,1
Fontana First National Bank,,541594,1
First National Bank of Colorado,,471459,1
American National Bank of Evanston,,7755,1
Collin County State Bank,,374055,0
Gardner Bank,"85,820",663656,0
"Asia Bank, National Association","400,934",810900,1
First Bank and Trust Company,,70731,0
Crescent City Bank and Trust Company,,1014536,0
Lake Community Bank,,807067,0
"Eastbank, National Association","159,903",98717,1
Community Bank,"80,528",250850,0
"North Bank, National Association",,626857,1
Community Bank,"201,097",572655,0
"Great Western Bank, National Association",,642950,1
Metropolitan National Bank-Lewisville,,757658,1
"Queststar Bank, National Association",,604257,1
First National Bank-South,,584957,1
Park National Bank of Houston,,714259,1
Mega Bank,,232436,0
First American Bank of Indian River County,,330837,0
Highland Park National Bank,,724856,1
Oak Forest National Bank,,1010855,1
Lone Star National Bank,,996859,1
"Independent Bank - Balch Springs, National Association",,199959,1
"Camino Real Bank, National Association",,1006867,1
United National Bank,,513452,1
Northwest National Bank of Arlington,,125453,1
First National Bank,,210966,1
Sacramento First National Bank,,263663,1
Champions Point National Bank,,75156,1
State Bank and Trust of Colorado Springs,,824457,0
"First Consolidated Bank-Pleasant Run, at I-35, National Association",,937955,1
Morehead  Bank,,170912,0
Sun National Bank,,415565,1
Commercial National Bank and Trust Company,,911133,1
"Barnett Bank of Citrus County, National Association",,740333,1
Texas Commerce Bank-Irving Boulevard,,736756,0
"Sarasota Bank & Trust Company, National Association",,824934,1
National Fidelity Bank of Shreveport,,999850,1
"Norwest Bank Aurora-South, National Association",,748151,1
Texas National Bank,,609962,1
Seminole National Bank,,812735,1
Peoples Bank & Trust,"269,385",109136,0
Community Bank and Trust - West Georgia,"84,851",761833,0
CivicBank of Commerce,,533964,0
Chase County Bank,,481252,0
Security National Bank,,564753,1
Uehling State Bank,,390354,0
Selden State Bank,,477358,0
Rancho Santa Fe Thrift & Loan Association,894,733661,0
CB&T Bank of Middle Georgia,,23036,0
First American Bank of Tangipahoa,,493237,0
Tulsa National Bank,,348458,1
Citywide Bank of Lakewood,,508850,0
Custodial Trust Company,,931319,0
"SUNWEST Bank of Sandoval County, National Association",,211655,1
First National Bank Austin,,150259,1
Westpoint National Bank,,332167,1
"Independent Bank, National Association",,686150,1
Texarkana National Bank-Central Plaza,,355166,1
"Rockport Bank, National Association",,743165,1
Republic National Bank,,853354,1
The Landmark Bank,,670609,0
Union Bank/Sandwich,,395340,0
"Bank IV Charter, National Association",,494056,1
U.S. Trust Company of the Pacific Northwest Interim National Bank,,600361,1
Capital Bank of North County,,964362,0
"Central Bank of East Aurora, National Association",,931850,1
National Bank of Arizona,,1004368,1
Bergen Park National Bank,,366153,1
"First Coastal Bank, National Association",,816760,1
First Commerce Bank,,502577,0
Founders National Bank-Skillman,,909859,1
"Century Bank, National Association",,861452,1
"First National Bank, Bedford",,210359,1
Burbank National Bank,,37060,1
First Scotland Bank,,493723,0
"Old Kent, National Association",,606831,1
National Bank of Fairbanks Ranch,,750967,1
First Colony Bank,,15732,0
United American Bank of Central Florida,,680934,0
Midwest Independent Bank,"232,948",977250,0
Republic Bank,,46,0
First National Bank of Elkhart,"58,563",833758,1
"First National Bank, Seminole County",,605535,1
Vintage Bank,,91866,0
Fallbrook National Bank,,704054,1
Security Bank,,515559,0
"Kingwood Bank, National Association",,933751,1
First Interstate Bank of Austin,,142151,0
Equity Bank,"948,267",139656,0
First Interstate Bank of Fort Worth,,308359,0
Peoples Bank of Virginia,,628721,0
"InterFirst Bank West Beaumont, National Association",,23559,1
Southern National Bank of Texas,,195353,1
"OMNIBANC North Belt, National Association",,76751,1
"FirstBank of Port Isabel, National Association",,916969,1
F & M Bank - Northern Virginia,,163923,0
Valley Bank & Trust,,834045,0
Barnett Bank of the St. Johns,,940937,0
Nevada First Thrift,,1377642,0
Metropolitan Bank,"114,379",534466,0
Finance and Thrift Company,"95,483",803461,0
Park Forty-Five National Bank,,592961,1
Citizens Bank,,756455,0
The Riggs National Bank of Maryland,,440521,1
"Bacliff Bank, National Association",,282758,1
Mercantile Bank of Naples,,66538,0
Columbia Valley Bank,,66770,0
Central National Bank-North,,571779,1
Atlantic Trust Company,,201106,0
Inter National Bank,"1,446,382",894553,1
Stanton National Bank,,268163,1
First National Bank,,172354,1
National City Bank,,936033,1
First Eagle  Bank,"303,201",759045,0
"MidSouth Bank, National Association","1,513,138",223331,1
"First RepublicBank Westlake, National Association",,273055,1
Rio  Bank,"201,758",956750,0
Peoples National Bank,,907266,1
"First Financial Bank, National Association",,262965,1
"Extraco Banks, National Association",,279963,1
"Wells Fargo Bank, Ltd.",775,167565,0
Liberty Bank & Trust,,629643,0
Plaza National Bank,,85753,1
First National Bank,"176,099",944355,1
"Chemical Trust Company of Florida, National Association",,333539,1
"United New Mexico Bank, National Association",,722058,1
Alvarado National Bank,,418351,1
Park Forest National Bank,,1001554,1
City National Bank of Carrollton,,737650,1
"Texas Commerce Bank San Antonio N/W, National Association",,944364,1
SecurityBank Texas,,133551,0
Houston National Bank,,196958,1
Trustcorp Company,,905114,0
Thousand Oaks National Bank,,576765,1
Columbia Bank,,485166,0
Waco State Bank,,203360,0
Rocky Mountain National Bank,,856056,1
National Bank of the Redwoods,,236667,1
Sonoma National Bank,,420868,1
John Muir National Bank,,511467,1
The First National Bank of Castle Rock,,626950,1
"United Bank of University Hills, National Association",,979955,1
Country National Bank,,751469,1
Olympic International Bank and Trust Company,,932709,0
"SouthTrust Bank of Southwest Florida, National Association",,154837,1
Citizens Savings Bank,,732543,0
Cornerstone Bank,,955605,0
"Keystone Bank, National Association",,911919,1
Scioto Bank,,844277,0
First Fidelity Investment & Loan,,803966,0
South Coast Commercial Bank,,1016062,0
Indian River National Bank,,576439,1
Capital Bank & Trust Company of Clayton,,229847,0
Valley State Bank,"102,428",595337,0
Plano East National Bank,,16560,1
Burlingame Bank & Trust Co.,,963468,0
American National Bank,,113955,1
Texas National Bank of Jacksonville,"298,353",739355,1
Brushy Creek National Bank,,148452,1
"Stemmons Northwest Bank, National Association",,512950,1
Lincoln National Bank,,316158,1
CHARTER WEST NATIONAL BANK,"161,906",582953,1
Caribank of Palm Beach County,,715135,0
Founders Bank,,422107,0
The Haverford Trust Company,"85,337",17110,0
First Valley Bank,"47,592",656153,0
Highlands Union Bank,"489,196",969424,0
Bank of Waterbury,,143608,0
Community Bank,,886709,0
"Union Planters Bank of Central Arkansas, National Association",,633042,1
Central National Bank,,963936,1
Vectra Bank of Denver,,794952,0
Texas National Bank Westheimer,,913351,1
"First RepublicBank North Austin, National Association",,152356,1
North Central National Bank,,276757,1
Addison National Bank,,413655,1
Caliber Bank,,528166,0
Provident Bank-Denton,,632054,0
First State Bank of Texas,,649052,0
Mark Twain Kansas Bank,,601452,0
American Bank of Commerce,,969750,0
Commercial State Bank of Orlando,,561930,0
"OMNIBANK of Kiowa County, National Association",,72753,1
"Bank of the Rio Grande, National Association","103,404",648952,1
"Citibank (Nevada), National Association",,455365,1
Tri Star National Bank,,469157,1
"Century South Bank of the Coastal Region, National Association",,310736,1
The Village Bank of Florida,,274931,0
Liberty Bank & Trust,,259947,0
Concord Commercial Bank,,708463,0
Bank of Commerce,"158,476",862057,0
Park Bank,"682,129",200640,0
First National Bank,"158,167",266066,1
Southwest National Bank,,726551,1
"Champions Bank, National Association",,530767,1
