NAME,DEPDOM,FED_RSSD,FEDCHRTR
Preston National Bank,"45,511",918459,1
"Golden Bank, National Association","509,688",536059,1
First Continental Bank of Grand Prairie National Association,,452458,1
United Peoples Bank,,797355,0
"First Memorial Bank, National Association",,529257,1
First Inter-County Bank of New York,,163213,0
First National Bank of Dublin,"65,304",648550,1
"First Bank, National Association","309,970",685658,1
Broadway National Bank/Westplex,,873567,1
"United Bank & Trust, National Association",,1956720,1
Frio National Bank,,841968,1
Spring National Bank,,265564,1
Novato National Bank,,588562,1
Unibank,,418427,0
The Heritage Bank of St. Joseph,,293558,0
F&M Bank-Iowa Story County,,327042,0
Chestnut Hill National Bank,,84813,1
Sun National Bank,"2,770,095",925710,1
"Federal Finance & Mortgage, Ltd.",,708968,0
Southwest Thrift & Loan Association,,819369,0
Capitol Thrift and Loan Association,,580164,0
Union National Bank,,948942,1
Metcalf Bank,"964,789",704559,0
American Bank,,76555,0
Summerville National Bank,,37426,1
First Counties Bank,,698265,0
"Cornerstone Bank, National Association",,779454,1
Plaza Del Oro National Bank,,852759,1
"First Interstate Bank of Keller, National Association",,552255,1
Cupertino National Bank,,781466,1
Metro Bank,"2,187,875",775214,0
Cornerstone Community Bank,"341,397",2398596,0
Enterprise Bank of Florida,,250739,0
Metro Bank,,475774,0
Bay National Bank,,663526,1
The First National Bank in Marlow,"49,523",17259,1
Executive Park National Bank,,415136,1
Prime Bank,,111036,0
First Safety Bank,"41,135",853970,0
The Oaks Bank & Trust Company,,851556,0
Landmark Bank-Northwest,,297163,0
Landmark Bank,,437156,0
NorCrown Bank,,172000,0
First National Bank of Stuttgart,,3120039,1
Carney Bank,,401335,0
Fidelity Bank,,1005561,0
Home Bank of California,"63,389",118660,0
Cardinal State Bank,,416179,0
"Hilton Head Bank & Trust Company, National Association",,281724,1
First National Bank of Miami,,804936,1
American Bank and Trust Company,,480929,0
Fairfax Bank & Trust Company,,483425,0
First State Bank,,829854,0
Georgia Bank & Trust Company of Columbia County,,350871,0
Florida Bank,"422,854",704737,0
First Carolina Bank & Trust Company,,818924,0
Century Savings Bank,,369275,0
"State Bank and Trust Company, Dallas","166,702",727455,0
M&I Bank of Dodgeville,,62549,0
Miami Valley Bank of Southwest Ohio,,941970,0
City National Bank,,619064,1
"Johnson County Bank, National Association",,886857,1
Gulf Shores Bank,,703954,0
Panamerican Bank,,808037,0
First Security National Bank,,628730,1
AmSouth Bank of Jacksonville,,151537,0
Colorado Community First National Bank,,258258,1
Calwest Bank,,814261,0
FirstBank of Littleton,,297453,0
Vectra Bank of Thornton,,390998,0
First National Bank of Central Florida,,605133,1
Edmonds National Bank,,70674,1
Pacific National Bank,"195,801",577137,1
City Bank & Trust,,369752,0
"Comerica Bank-Lansing, National Association",,397643,1
Community National Bank,,829201,1
Fleet National Bank of Connecticut,,809904,1
"Fleet Bank of Massachusetts, National Association",,88503,1
American General Financial Center,,595878,0
Premier Bank,,880435,0
"Key Bank of Wyoming - 123 East Main, Riverton, Wyoming 82501",,90551,0
National Bank of Glenrock,,894254,1
Lindale National Bank,,810955,1
"First American Trust, FSB","1,693,225",1883321,1
"Intrust Bank, El Dorado, National Association",,643256,1
Franklin Bank of California,,543066,0
Westlake Thrift and Loan Association,,206763,0
Lone Star Bank,,63957,0
First Interstate Bank of Arlington,,261856,0
The Bank of Tidewater,,858126,0
"Park Central Bank, National Association",,408156,1
"Barclays Bank of Delaware, National Association",,247412,1
The Fifth Third Bank of Columbus,,210911,0
Lyndon Guaranty Bank of Ohio,,33213,0
"Florida Capital Bank, National Association","453,719",188430,1
Bank of Georgia,,25133,0
Pacific Crest Bank,,1028010,0
First National Bank of Onaga,,284257,1
American Security Bank,,394437,0
"Chase Manhattan Bank USA, National Association",,399106,1
Shawmut Bank of Rhode Island,,689900,0
The Bank of Southeastern Connecticut,,573009,0
Community Guardian Bank,,968007,0
"First USA Bank, National Association",,313513,1
Genesee Regional Bank,"346,838",852704,0
The Village Bank,"665,921",173575,0
"Norwest Bank Texas, Austin, National Association",,274650,1
"Texas Commerce Bank - Brookhollow, National Association",,998956,1
"First City Bank - Sioux Falls, National Association",,547354,1
Flint Hills Bank,"105,269",837952,0
United Missouri Bank of Linn County,,633752,0
"RBC Bank, (Georgia) National Association","2,645,608",3783948,1
Mobile County Bank,,548735,0
Cenit Bank,,598422,0
BankCenter One/St. Charles,,344151,0
"Commerce Bank of San Luis Obispo, National Association",,145460,1
California Thrift and Loan,,646060,0
Imperial Capital Bank,,1349890,0
Dauphin Island Parkway Interim Bank,,185233,0
Chase Bank of Ohio,,327079,0
Unity National Bank of Houston,"59,263",853251,1
Colorado Community First State Bank - Co,,801458,0
"The Waller Bank, National Association",,282262,1
"Bank of Oklahoma, National Association, South",,927853,1
Interstate Bank North,,72557,0
Tri-Cities Bank & Trust,,831763,0
Texas American Bank,,333762,0
State Bank of Southwest Missouri,"84,706",293754,0
First Commercial Bank,,44134,0
Park West State Bank,,382555,0
Security Bank of Midwest City,,902757,0
Whittier Thrift and Loan,,211169,0
Community Commerce Bank,"164,365",299868,0
Colony Savings Bank,,130804,0
American Express Centurion Bank,,76818,0
Mercantile Bank,,349053,0
United New Mexico Bank at Lea County,,163455,0
One Valley National Bank of Hurricane,,295329,1
Fidelity Bank Northeast,,34854,0
First National Bank of Chaves County,,659659,1
American National Bank - Corpus Christi,,808457,1
Heritage Bank,"77,629",574051,0
Citizens National Bank,,611853,1
Century Thrift and Loan,,672667,0
"United Missouri Bank of Clay County, National Association",,705051,1
Tri-County National Bank,,843711,1
Vectra Bank of Wheat Ridge,,129451,0
Pike National Bank,"155,487",880332,1
Equity Bank,,1015234,0
"Citizens National Bank, N.A.","618,765",594853,1
"SouthTrust Bank of Georgia, National Association",,293370,1
Douglas County National Bank,,100151,1
"Johnson Bank Arizona, National Association",,436467,1
"United Bank of Arapahoe-East, National Association",,160258,1
Channel Islands Bank,,980465,0
American National Bank of Greenville,,274258,1
Tri City National Bank of Brookfield,,39840,1
South Shore National Bank,,803359,1
Atlantic Stewardship Bank,"577,440",527507,0
The Bank of Darien,,566001,0
Deutsche Bank Trust Company Delaware,"3,698",304913,0
The Pittsfield Co-operative Bank,"189,639",1000276,0
The Co-operative Bank of Concord,,1003978,0
MutualOne Bank,"440,147",154770,0
"The Community Bank, A Massachusetts Cooperative Bank",,180078,0
Greenfield Co-operative Bank,"275,930",326979,0
American National Bank,"201,313",481430,1
Nashville Bank of Commerce,,863232,0
Bank of Union,,953021,0
Merchants & Southern Bank of Ocala,,187237,0
Southtrust Bank of Tampa,,252434,0
Bank of Idaho,"216,752",300960,0
Texas Bank of Denton,,567558,0
Eagle Bank,,954859,0
Suburban Bank of Virginia National Association,,1003820,1
Southern Heritage Savings Bank,,35338,0
Reliance Bank of Florida,,834438,0
"Key Bank of Wyoming - 302 North 1st, Saratoga, Wyoming 82331",,91053,0
American Industrial Bank of Fort Collins,,492351,0
Haverhill Bank,"267,926",109574,0
First National Bank and Trust Company/St. Lucie County,,714231,1
The Chase Manhattan Bank of Maryland,,513779,0
"Barnett Bank of the Suncoast, National Association",,231532,1
National Bank of Tukwila,,98678,1
Community State Bank of Canton,"34,255",147651,0
Texas Bank,,654551,0
Santa Lucia Bank,,982263,0
"Security Bank, National Association",,191159,1
American National Bank - Post Oak,,194851,1
Gleneagles National Bank,,14463,1
Security Bank National Association,,442253,1
"Memorial Bank, National Association",,539751,1
"Colorado Valley Bank,SSB",,935858,0
Community National Bank,,154220,1
Community National Bank,,175560,1
"Commerce Bank, National Association",,588553,1
Highlands Independent Bank,"230,578",659538,0
Commerce Bank of Tampa,,488934,0
The Yellowstone Bank,,661652,0
Fairfield First Bank & Trust Company,,699002,0
"Klein Bank - Cypresswood, National Association",,994350,1
"Greater Texas Bank Southwest, National Association",,272553,1
Heights National Bank,,877761,1
"First Community Bank, National Association","564,235",359360,1
Northern Trust Bank of Texas National Association,,980353,1
OMNIBANK Iliff,,870155,0
Bank of Woodforest,,850652,0
Orange Coast Thrift and Loan Association,,1892257,0
Huntington Pacific Thrift and Loan Association,,830467,0
U.S. Bank of Utah,,1025783,0
"Terrabank, National Association","238,660",238737,1
"Sun Bank/Martin County, National Association",,25937,1
Everett Co-operative Bank,"275,928",952172,0
Shirley Co-operative Bank,,327471,0
Sharon Co-operative Bank,,332970,0
Summit National Bank,,126900,1
Mansfield Co-operative Bank,"348,824",163370,0
"BankMalden, A Co-operative Bank",,1014675,0
Canton Co-operative Bank,"84,797",379470,0
Fidelity Co-operative Bank,"465,299",933377,0
Ipswich Co-operative Bank,,159476,0
Equitable Co-operative Bank,"85,126",269478,0
The Northampton Co-operative Bank,"134,502",149271,0
Savers Co-operative Bank,"331,809",1002373,0
Liberty Bank,"287,597",708164,0
Texas National Bank,,418968,1
The Bank of San Ramon Valley,,222268,0
FirstBank,,1005860,0
Community First National Bank,,72762,1
Prairie State Bank,,271659,0
National Commerce Bank,,73059,1
First Commerce National Bank,,1417632,1
Rancho Viejo National Bank,,718369,1
"First RepublicBank Countryside, National Association",,689366,1
Sage Bank,"160,965",1006577,0
"Banco Nacional, National Association",,880211,1
Imperial Bank,,43931,0
Smyrna Bank & Trust Company,,246732,0
City First Bank,,246433,0
Teambank Nebraska,,346052,0
Bank of East Texas,,879251,0
Fort Worth State Bank,,401353,0
Shawmut Quincy Bank and Trust Company,,322207,0
Bank of Maryland,,91727,0
Amesbury Co-operative Bank,,945679,0
First Signature Bank and Trust Company,,204808,0
Greater Community Bank,,367208,0
Falmouth Co-operative Bank,,71671,0
City Co-operative Bank,,941475,0
The Needham Bank,"864,075",339773,0
"North Shore Bank, a Co-operative Bank","375,559",161273,0
Newton South Co-operative Bank,,112976,0
United Bank,"1,969,597",150576,1
Walpole Co-operative Bank,"282,366",63573,0
First California Bank,,837662,0
Chemical Bank West,,886343,0
Heritage National Bank,,333959,1
First National Bank of Ruidoso,,485353,1
First National Bank of Gun Barrel City,,406750,1
Assured Thrift and Loan Association,,758169,0
Lorena State Bank,,818250,0
City Thrift and Loan Association,,644169,0
First Community Industrial Bank,,901255,0
"Bank of New England - Old Colony, National Association",,257671,1
American Bank of Connecticut,,985871,0
American National Bank of Minnesota,"204,082",306159,1
Community Trust Bank,,610829,0
First City Bank,,111531,0
"Deposit Guaranty Omaha, National Association",,57358,1
"Century South Bank of Northeast Georgia, National Association",,966179,1
"First American Trust Company, National Association",,756932,1
Citicorp Savings Company,,162056,0
The Lockhart Co.,,1027022,0
"First Central Bank, National Association",,646668,1
BPD Bank,0,66015,0
Baldwinville Co-operative Bank,,1001871,0
Marlborough Co-operative Bank,,329578,0
Melrose Co-operative Bank,"176,961",338178,0
Methuen Co-operative Bank,"80,001",157379,0
Stoughton Co-operative Bank,"72,495",164975,0
Heritage Co-operative Bank,,1010471,0
The Co-operative Bank of Concord,,1003978,0
Wakefield Co-operative Bank,"139,190",330873,0
Cape Cod Co-operative Bank,"557,541",119779,0
The Central Lake State Bank,,922652,0
Frost State Bank,"33,789",943853,0
Security Bank of Southwest Missouri,"67,450",897853,0
The Bank of White City,,210854,0
The Bank,"256,288",333650,0
"Hometown Bank, A Cooperative Bank","308,018",1004470,0
United Missouri Bank of Clarksdale,,699459,0
FirstBank of Breckenridge,,623258,0
"Houston Independent Bank, National Association",,2463850,1
"Liberty Bank of Midwest City, National Association",,901152,1
Denali State Bank,"242,163",571265,0
"United Bank of Westminster, National Association",,477750,1
Lake Buchanan State Bank,,302058,0
Commerce Exchange Bank,,117216,0
Citibank (Utah),,260073,0
"Silverton Bank, National Association",,740931,1
BankGloucester,"159,311",331375,0
Brookline Co-operative Bank,,870678,0
Ocala National Bank,,321536,1
Bank of the Federated States of Micronesia,"92,888",718275,0
Commerce Bank of Plano,,848761,0
Citizens National Bank,,32159,1
"Bank of DeSoto, National Association","162,287",638355,1
First National Bank,"272,476",375566,1
Garden Ridge State Bank,,440156,0
Windthorst National Bank,,214067,1
First American Bank and Trust of Friendswood,,515157,0
First American Bank,,43463,0
Chelsea Bank,"51,501",170976,0
Abington Bank,"101,173",117672,0
Bridgewater Co-operative Bank,,70076,0
"Bank of Fall River, a Co-operative Bank",,121576,0
Mt. Washington Co-operative Bank,,1017274,0
Mayflower Co-operative Bank,"220,074",118174,0
Bank of Easton,"96,694",956376,0
Norwood Co-operative Bank,"301,504",1013070,0
Colonial Co-operative Bank,"61,520",266879,0
Coolidge Corner Co-operative Bank,,169671,0
Chicopee Co-operative Bank,,265274,0
"StonehamBank,  A Co-operative Bank","319,978",954279,0
Manufacturers Bank of Florida,,269432,0
First Hanover Bank,,912420,0
Barnett Bank of Santa Rosa County,,715537,0
Peninsula Bank,,61533,0
Delta Bank,"209,888",975256,0
First Industrial Bank & Trust Company,,325235,0
"Chase Manhattan Private Bank, National Association",,617734,1
North Cambridge Co-operative Bank,"66,535",931270,0
Adams Co-operative Bank,,58074,0
Massachusetts Co-operative Bank,,1016772,0
The Braintree Co-operative Bank,"230,862",175672,0
